Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
151.913513183594;0.000396728515625;8.585537;-5.365127;-0.8565985;0;
