Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
153.510559082031;0.00697898864746094;7.660826;-0.7040857;0.7200571;0;
