Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
8.30396270751953;0.000130653381347656;8.380217;-5.411486;-0.545983;0;
