Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
11.9377689361572;8.392333984375E-05;9.885798;-8.470795;0.09196877;0;
