Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
248.348114013672;0.000247955322265625;12.45249;-8.933436;0.3815843;0;
