Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
256.110015869141;1.1444091796875E-05;12.8055;-7.461477;-0.2816918;0;
