Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
147.264953613281;1.52587890625E-05;8.439223;-6.969371;-0.04754469;0;
