Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
11.2178764343262;1.00135803222656E-05;5.470684;-5.088791;-1.032917;0;
