Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
49.9725799560547;0.00114822387695313;5.435561;-5.916213;-0.844568;0;
