Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
221.573150634766;4.1961669921875E-05;10.9086;-4.553523;1.385934;0;
