Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
9.4227123260498;0.00066375732421875;9.32496;-8.55162;2.097336;0;
