Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
164.805282592773;0.00087738037109375;7.595594;-3.826735;0.1265316;0;
