Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
167.871643066406;0.0499496459960938;10.06106;-8.065829;0.5559188;0;
