Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
217.077362060547;8.67843627929688E-05;10.92846;-3.526576;-0.04911588;0;
