Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
148.554016113281;0.00136756896972656;7.427701;-6.505497;0.02492067;0;
