Amplitude Max en mm;Amplitude Min en mm;Vitesse Max en m/s;Vitesse Min en m/s;Vitesse Moy en m/s;Nb poing;
119.633735656738;4.24385070800781E-05;8.696932;-2.352575;0.2459809;0;
