Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0.02;-27.42629;-58.60137;
0.04;-30.32792;-76.24971;
0.06;-30.32792;-76.24971;
0.08;-30.32792;-76.24971;
0.09999999;-30.19248;-76.22987;
0.12;-30.19248;-76.22987;
0.14;-30.19248;-76.22987;
0.16;-30.19248;-76.22987;
0.18;-30.19248;-76.22987;
0.2;-30.19248;-76.22987;
0.22;-30.19248;-76.22987;
0.24;-30.19248;-76.22987;
0.26;-30.19248;-76.22987;
0.28;-30.19248;-76.22987;
0.3;-30.19248;-76.22987;
0.32;-30.19248;-76.22987;
0.34;-30.19248;-76.22987;
0.36;-29.67294;-76.35997;
0.38;-29.67294;-76.35997;
0.4;-29.2782;-76.73103;
0.42;-29.04793;-77.08961;
0.44;-28.77707;-77.62776;
0.46;-28.39683;-78.24174;
0.48;-28.0403;-78.74113;
0.5;-27.67444;-79.2233;
0.52;-27.42474;-79.52351;
0.54;-27.25335;-79.74821;
0.56;-27.13655;-80.01868;
0.58;-27.01804;-80.18311;
0.6;-26.84757;-80.29793;
0.62;-26.56662;-80.4275;
0.64;-26.43263;-80.4572;
0.66;-26.34311;-80.48804;
0.68;-26.28561;-80.50229;
0.7;-26.24513;-80.51337;
0.72;-26.21144;-80.53333;
0.74;-26.19964;-80.53859;
0.76;-26.14693;-80.56943;
0.78;-26.01199;-80.77869;
0.8;-25.98197;-80.83996;
0.82;-25.85152;-80.96519;
0.84;-25.64728;-81.11979;
0.86;-25.45482;-81.24143;
0.88;-25.26565;-81.38946;
0.9;-25.00408;-81.5338;
0.92;-24.6752;-81.68072;
0.94;-24.4917;-81.76186;
0.96;-23.74363;-82.11243;
0.98;-23.3875;-82.16782;
1;-23.06237;-82.17265;
1.02;-22.86826;-82.1783;
1.04;-22.49614;-82.22826;
1.06;-22.07329;-82.28555;
1.08;-21.63001;-82.32777;
1.1;-21.22989;-82.33129;
1.12;-20.98125;-82.36292;
1.14;-20.65088;-82.38821;
1.16;-20.34729;-82.41695;
1.18;-19.96652;-82.41821;
1.2;-19.72787;-82.38461;
1.22;-19.41467;-82.30583;
1.24;-19.21308;-82.25713;
1.26;-19.10125;-82.23114;
1.28;-18.9194;-82.18192;
1.3;-18.8136;-82.13157;
1.32;-18.6424;-82.06422;
1.34;-18.49084;-81.98857;
1.36;-18.35373;-81.89942;
1.38;-18.23042;-81.7435;
1.4;-18.23042;-81.7435;
1.42;-18.26509;-81.53225;
1.44;-18.39786;-81.28134;
1.46;-18.53301;-81.04325;
1.48;-18.65978;-80.90814;
1.5;-18.73125;-80.85091;
1.52;-19.2372;-80.48384;
1.54;-19.2372;-80.48384;
1.56;-19.35279;-80.42411;
1.58;-19.7529;-80.21085;
1.6;-19.9149;-80.10824;
1.62;-19.99437;-80.05735;
1.64;-20.1206;-79.96504;
1.66;-20.24632;-79.85819;
1.68;-20.53807;-79.61037;
1.7;-20.67964;-79.49061;
1.72;-20.78337;-79.38857;
1.74;-20.90848;-79.24632;
1.76;-21.08864;-79.03839;
1.78;-21.19475;-78.92348;
1.8;-21.3496;-78.72675;
1.82;-21.68982;-78.2795;
1.84;-21.68982;-78.2795;
1.86;-22.37361;-76.93497;
1.88;-22.74236;-76.31147;
1.9;-22.97012;-75.95444;
1.92;-23.43417;-75.3252;
1.94;-24.05223;-74.52488;
1.96;-25.14565;-73.38327;
1.98;-25.93248;-72.82372;
2;-26.89766;-72.19712;
2.02;-27.24467;-71.81016;
2.04;-27.95133;-71.16414;
2.06;-28.66116;-70.49341;
2.08;-29.78981;-69.36122;
2.1;-30.45168;-68.63588;
2.12;-31.19875;-67.79099;
2.14;-31.85152;-67.1562;
2.16;-32.23078;-66.74646;
2.18;-33.38322;-65.70734;
2.2;-34.14106;-64.71082;
2.22;-34.47569;-64.28562;
2.24;-35.56635;-62.03284;
2.26;-35.62149;-61.39279;
2.28;-35.63961;-60.21042;
2.3;-35.62922;-58.31213;
2.32;-35.46374;-55.90509;
2.34;-35.7561;-52.19871;
2.36;-36.19366;-49.46234;
2.38;-36.56096;-48.12844;
2.4;-37.40854;-45.74056;
2.42;-38.62306;-43.18365;
2.44;-40.51487;-40.29462;
2.46;-41.90631;-38.13094;
2.48;-43.52773;-36.03899;
2.5;-44.61579;-34.81119;
2.52;-45.79861;-33.54126;
2.54;-46.88255;-32.64794;
2.56;-48.03683;-31.88835;
2.58;-49.32383;-31.06411;
2.6;-49.83114;-30.76248;
2.62;-51.62205;-29.60864;
2.64;-52.42436;-29.17823;
2.66;-52.75206;-28.99874;
2.68;-53.30014;-28.75826;
2.7;-53.71179;-28.64545;
2.72;-54.09904;-28.46198;
2.74;-54.21641;-28.39047;
2.76;-54.19821;-28.38773;
