Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0;0;0;
0;0;0;
0.02;77.34988;22.94378;
0.02;77.34988;22.94378;
0.02;77.34988;22.94378;
0.04;77.22046;23.38866;
0.04;77.22046;23.38866;
0.04;77.22046;23.38866;
0.06;77.22046;23.38866;
0.06;77.22046;23.38866;
0.06;77.22046;23.38866;
0.08;77.22046;23.38866;
0.08;77.22046;23.38866;
0.08;77.22046;23.38866;
0.09999999;77.22046;23.38866;
0.09999999;77.22046;23.38866;
0.09999999;77.22046;23.38866;
0.12;77.22046;23.38866;
0.12;77.22046;23.38866;
0.12;77.22046;23.38866;
0.14;77.22046;23.38866;
0.14;77.22046;23.38866;
0.14;77.22046;23.38866;
0.16;77.20953;23.39779;
0.16;77.20953;23.39779;
0.16;77.20953;23.39779;
0.18;77.20953;23.39779;
0.18;77.20953;23.39779;
0.18;77.20953;23.39779;
0.2;77.20953;23.39779;
0.2;77.20953;23.39779;
0.2;77.20953;23.39779;
0.22;77.20953;23.39779;
0.22;77.20953;23.39779;
0.22;77.20953;23.39779;
0.24;77.18758;23.40858;
0.24;77.18758;23.40858;
0.24;77.18758;23.40858;
0.26;77.18069;23.44209;
0.26;77.18069;23.44209;
0.26;77.18069;23.44209;
0.28;77.1778;23.45614;
0.28;77.17494;23.46889;
0.28;77.17494;23.46889;
0.3;77.16602;23.48161;
0.3;77.16602;23.48161;
0.3;77.16602;23.48161;
0.32;77.14101;23.50534;
0.32;77.14101;23.50534;
0.32;77.14101;23.50534;
0.34;77.12928;23.52461;
0.34;77.12928;23.52461;
0.34;77.12928;23.52461;
0.36;77.11073;23.54189;
0.36;77.11073;23.54189;
0.36;77.11073;23.54189;
0.38;77.10058;23.54449;
0.38;77.10058;23.54449;
0.38;77.10058;23.54449;
0.4;77.09099;23.54407;
0.4;77.09099;23.54407;
0.4;77.09099;23.54407;
0.42;77.0793;23.5438;
0.42;77.0793;23.5438;
0.42;77.0793;23.5438;
0.44;77.06847;23.54333;
0.44;77.06847;23.54333;
0.44;77.06847;23.54333;
0.46;77.05684;23.53054;
0.46;77.05684;23.53054;
0.46;77.05684;23.53054;
0.48;77.05633;23.52583;
