Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0.02;-35.29526;-148.4006;
0.04;0;0;
0.06;0;0;
0.08;0;0;
0.09999999;0;0;
0.12;0;0;
0.14;0;0;
0.16;0;0;
0.18;0;0;
0.2;0;0;
0.22;0;0;
0.24;0;0;
0.26;0;0;
0.28;0;0;
0.3;0;0;
0.32;0;0;
0.34;0;0;
0.36;0;0;
0.38;0;0;
0.4;0;0;
0.42;0;0;
0.44;0;0;
0.46;0;0;
0.48;0;0;
0.5;0;0;
0.52;0;0;
0.54;0;0;
0.56;0;0;
0.58;0;0;
0.6;0;0;
0.62;0;0;
0.64;0;0;
0.66;0;0;
0.68;0;0;
0.7;0;0;
0.72;0;0;
0.74;0;0;
0.76;0;0;
0.78;0;0;
0.8;0;0;
0.82;0;0;
0.84;0;0;
0.86;0;0;
0.88;0;0;
0.9;0;0;
0.92;0;0;
0.94;0;0;
0.96;0;0;
0.98;0;0;
1;44.05368;-72.68332;
1.02;35.75777;-72.3203;
1.04;19.33982;-71.42941;
1.06;4.011161;-71.31513;
1.08;-2.532864;-71.41789;
1.1;-14.84426;-71.75555;
1.12;-36.82051;-74.60764;
1.14;-41.78214;-75.43921;
1.16;-50.90298;-77.03782;
1.18;-59.00835;-78.55505;
1.2;-66.6067;-80.29361;
1.22;-73.22059;-81.63698;
1.24;-81.2713;-83.60936;
1.26;-85.25076;-84.17256;
1.28;-88.0042;-84.7094;
1.3;-90.75529;-85.86582;
1.32;-92.73351;-87.21358;
1.34;-94.08312;-88.05222;
1.36;-95.32706;-88.58006;
1.38;-96.11671;-89.22754;
1.4;-96.84991;-89.78776;
1.42;-97.98498;-91.41129;
1.44;-98.18604;-91.78628;
1.46;-98.03577;-92.9741;
1.48;-98.4651;-95.19089;
1.5;-98.43533;-96.62666;
1.52;-98.72742;-98.67231;
1.54;-99.00037;-100.5584;
1.56;-99.32056;-102.5521;
1.58;-100.0085;-105.0986;
1.6;-100.0023;-105.9035;
1.62;-99.72644;-106.6405;
1.64;-99.44267;-107.8344;
1.66;-99.18613;-108.2163;
1.68;-99.06413;-108.4222;
1.7;-99.06252;-108.7128;
1.72;-99.2854;-109.2842;
1.74;-99.09984;-109.0683;
1.76;-99.05051;-109.0243;
1.78;-99.0779;-108.8961;
1.8;-99.04939;-108.7412;
1.82;-99.19908;-108.6608;
1.84;-99.61193;-106.987;
1.86;-99.79428;-105.6527;
1.88;-99.76667;-104.5642;
1.9;-99.28667;-102.8623;
1.92;-99.65032;-101.0093;
1.94;-101.1808;-98.63416;
1.96;-102.058;-97.71017;
1.98;-102.6313;-95.03105;
2;-103.3166;-92.528;
2.02;-104.2541;-87.01645;
2.04;-105.5857;-84.23991;
2.06;-106.5113;-80.60583;
2.08;-108.8158;-77.8222;
2.1;-109.6388;-76.00106;
2.12;-111.9437;-72.43327;
2.14;-116.3946;-64.97101;
2.16;-119.2654;-60.23935;
2.18;-120.7578;-57.05054;
2.2;-124.3545;-51.57177;
2.22;-126.1794;-43.87923;
2.24;-129.3295;-36.09794;
2.26;-132.0352;-27.45062;
2.28;-135.2408;-18.71133;
2.3;-139.5585;-9.739277;
2.32;-140.8112;0.8793464;
2.34;-142.6742;10.87391;
2.36;-142.1456;20.39175;
2.38;-143.5222;37.74281;
2.4;-145.1411;72.06228;
2.42;0;0;
2.44;0;0;
2.46;0;0;
2.48;0;0;
2.5;0;0;
2.52;0;0;
2.54;0;0;
2.56;0;0;
2.58;0;0;
2.6;0;0;
2.62;0;0;
2.64;0;0;
2.66;0;0;
2.68;0;0;
2.7;0;0;
2.72;0;0;
2.74;0;0;
2.76;0;0;
2.78;0;0;
2.8;0;0;
2.82;0;0;
2.84;0;0;
2.86;0;0;
2.88;0;0;
2.9;0;0;
2.92;0;0;
2.94;0;0;
2.96;0;0;
2.98;0;0;
3;0;0;
3.02;0;0;
3.04;0;0;
3.06;0;0;
3.08;0;0;
3.1;0;0;
3.12;0;0;
3.14;0;0;
3.16;0;0;
3.18;0;0;
3.2;0;0;
3.22;0;0;
3.24;0;0;
3.26;0;0;
3.28;0;0;
3.3;0;0;
3.32;0;0;
3.34;0;0;
3.36;0;0;
3.38;0;0;
3.4;0;0;
3.42;0;0;
3.44;0;0;
3.46;0;0;
3.48;0;0;
3.5;0;0;
3.52;0;0;
3.54;0;0;
3.56;0;0;
3.58;0;0;
3.6;0;0;
3.62;0;0;
3.64;0;0;
3.66;0;0;
3.68;0;0;
3.7;0;0;
3.72;0;0;
3.74;0;0;
3.76;0;0;
3.78;0;0;
3.8;0;0;
3.82;0;0;
3.84;0;0;
3.86;0;0;
3.88;0;0;
3.9;0;0;
3.92;0;0;
3.94;0;0;
3.96;0;0;
3.98;0;0;
4;0;0;
4.02;0;0;
4.04;0;0;
4.06;0;0;
4.08;0;0;
4.1;0;0;
4.12;0;0;
4.14;0;0;
4.16;0;0;
4.18;0;0;
4.2;0;0;
4.22;0;0;
4.24;0;0;
4.26;0;0;
4.28;0;0;
4.3;0;0;
4.32;0;0;
4.34;0;0;
4.36;0;0;
4.38;0;0;
