Time in ms;Pos hand in x;
0.04;129.986;
0.06;129.986;
0.08;128.292;
0.09999999;128.292;
0.12;127.9498;
0.14;127.6889;
0.16;127.502;
0.18;127.502;
0.2;127.3696;
0.22;127.3696;
0.24;127.3338;
0.26;127.3535;
0.28;127.6275;
0.3;127.9628;
0.32;127.9832;
0.34;127.9951;
0.36;127.982;
0.38;127.9541;
0.4;127.6915;
0.42;127.3768;
0.44;126.9949;
0.46;126.3811;
0.48;124.589;
0.5;124.589;
0.52;122.9166;
0.54;119.3211;
0.56;112.7255;
0.58;81.79527;
0.6;50.90508;
0.62;16.43418;
0.64;-19.09133;
0.66;-59.55247;
0.68;-122.3827;
0.7;-149.2481;
0.72;-164.3232;
0.74;-177.7467;
0.76;-189.7339;
1.22;-16.4714;
1.24;-16.46002;
1.26;25.58403;
1.28;37.59226;
1.3;46.98273;
1.32;53.01183;
1.34;56.7971;
1.36;56.33129;
1.38;49.12045;
1.4;38.39883;
1.42;18.5142;
1.44;3.101292;
1.46;-29.0068;
1.48;-29.0068;
1.5;-67.28892;
1.52;-67.28892;
1.54;-86.25178;
1.56;-121.3899;
1.58;-135.9968;
1.6;-145.9338;
1.62;-161.0159;
1.64;-182.2727;
1.66;-190.4308;
1.68;-196.4794;
1.7;-203.906;
1.72;-207.865;
1.74;-214.616;
1.76;-215.7242;
1.78;-215.9856;
1.8;-211.6554;
1.82;-211.0858;
1.84;-208.821;
1.86;-205.4326;
1.88;-199.6174;
1.9;-199.6174;
1.92;-190.515;
1.94;-171.5495;
1.96;-158.3744;
1.98;-145.8452;
2;-130.8753;
2.02;-113.7189;
2.04;-71.94785;
2.06;-50.06004;
2.08;-23.84506;
2.1;0.1940355;
2.12;42.58109;
2.14;61.24794;
2.16;83.55833;
2.18;101.6004;
2.2;114.856;
2.22;124.682;
2.24;132.141;
2.26;137.2488;
2.28;140.6223;
2.3;142.4875;
2.32;143.3009;
2.34;143.3107;
2.36;142.5302;
2.38;139.1128;
2.4;133.5087;
2.42;133.5087;
2.44;102.274;
2.46;92.1269;
2.48;74.24314;
2.5;59.26673;
2.52;24.38853;
2.54;2.33747;
2.56;-19.64033;
2.58;-19.64033;
2.6;-42.6283;
2.62;-85.65217;
2.64;-102.8037;
2.66;-120.6382;
2.68;-139.0481;
2.7;-165.3486;
2.72;-178.3914;
2.74;-190.2822;
2.76;-198.6153;
2.78;-204.1698;
2.8;-208.8332;
2.82;-208.9594;
2.84;-208.8125;
2.86;-207.2891;
2.88;-204.0816;
2.9;-192.2467;
2.92;-181.451;
2.94;-181.451;
2.96;-169.9563;
2.98;-159.1202;
3;-134.0463;
3.02;-119.1536;
3.04;-103.0802;
3.06;-85.62572;
3.08;-70.19279;
3.1;-25.29557;
3.12;-1.559144;
3.14;17.02458;
3.16;30.66426;
3.18;50.66774;
3.2;84.15031;
3.22;97.16949;
3.24;108.1418;
3.26;116.3426;
3.28;126.1633;
3.3;127.9129;
3.32;127.9129;
3.34;128.4577;
3.36;128.434;
3.38;124.9147;
3.4;119.9798;
3.42;114.0683;
3.44;107.1164;
3.46;98.37956;
3.48;75.4707;
3.5;57.69426;
3.52;43.65;
3.54;23.96083;
3.56;12.31305;
3.58;-26.48007;
3.6;-46.38052;
3.62;-65.62758;
3.64;-65.62758;
3.66;-86.91593;
3.68;-116.0352;
3.7;-127.838;
3.72;-139.1662;
3.74;-148.1225;
3.76;-156.0451;
3.78;-166.0167;
3.8;-169.0019;
3.82;-169.5602;
3.84;-169.7873;
3.86;-164.5715;
3.88;-158.917;
3.9;-151.7751;
3.92;-143.2715;
3.94;-132.8239;
3.96;-110.1875;
3.98;-96.06754;
4;-81.05268;
4.02;-81.05268;
4.04;-64.38261;
4.06;-23.39121;
4.08;-4.510835;
4.1;17.09489;
4.12;37.24308;
4.14;49.1072;
4.16;88.0177;
4.18;106.6491;
4.2;122.2605;
4.22;136.6795;
4.24;150.2313;
4.26;172.9544;
4.28;182.3368;
4.3;188.3183;
4.32;192.7606;
4.34;196.8768;
4.36;198.2506;
4.38;198.5017;
4.4;198.5017;
4.42;198.389;
4.44;195.0041;
4.46;192.1376;
4.48;188.867;
4.5;184.1217;
4.52;180.6543;
4.54;172.8619;
4.56;167.6741;
4.58;162.0908;
4.6;155.9064;
4.62;155.9064;
4.64;126.4237;
4.66;118.1565;
4.68;106.1335;
4.7;106.1335;
4.72;92.41254;
4.74;57.75353;
4.76;44.49867;
4.78;33.00592;
4.8;15.13671;
4.82;-2.411835;
4.84;-34.28338;
4.86;-55.24245;
4.88;-67.01861;
4.9;-80.26617;
4.92;-104.8154;
4.94;-115.2491;
4.96;-124.4873;
4.98;-132.0182;
5;-138.0667;
5.02;-149.095;
5.04;-152.1413;
5.06;-156.6144;
5.08;-157.3749;
5.1;-157.589;
5.12;-157.0425;
5.14;-154.4944;
5.16;-149.229;
5.18;-144.6002;
5.2;-138.0125;
5.22;-118.114;
5.24;-106.7609;
5.26;-94.40687;
5.28;-78.76435;
5.3;-61.56033;
5.32;-18.6972;
5.34;-0.4840612;
5.36;21.33287;
5.38;21.33287;
5.4;40.90315;
5.42;73.008;
5.44;88.76529;
5.46;103.365;
5.48;115.8691;
5.5;137.2943;
5.52;145.3606;
5.54;152.0264;
5.56;157.8254;
5.58;161.3373;
5.6;162.7766;
5.62;162.0471;
5.64;158.8496;
5.66;152.4185;
5.68;144.6123;
5.7;123.3012;
5.72;111.128;
5.74;98.18829;
5.76;85.14992;
5.78;70.93099;
5.8;55.76675;
5.82;40.28644;
5.84;23.99483;
5.86;8.051061;
5.88;-8.13945;
5.9;-42.54012;
5.92;-59.98114;
5.94;-73.70542;
5.96;-86.03661;
5.98;-107.2964;
6;-115.0215;
6.02;-120.9689;
6.04;-126.7307;
6.06;-131.4287;
6.08;-139.3512;
6.1;-141.6497;
6.12;-143.2349;
6.14;-143.8758;
6.16;-143.8758;
6.18;-143.4837;
6.2;-142.6395;
6.22;-140.703;
6.24;-136.8447;
6.26;-132.4866;
6.28;-119.6375;
6.3;-112.47;
6.32;-103.9762;
6.34;-94.70628;
6.36;-84.09799;
6.38;-60.46363;
6.4;-46.41983;
6.42;-32.08813;
6.44;-14.06283;
6.46;-14.06283;
6.48;17.4847;
6.5;34.08205;
6.52;50.80079;
6.54;65.8666;
6.56;99.01894;
6.58;115.3725;
6.6;130.5891;
6.62;147.3776;
6.64;160.8582;
6.66;187.1487;
6.68;199.1589;
6.7;205.825;
6.72;211.8858;
6.74;216.8531;
6.76;225.274;
6.78;227.4896;
6.8;228.0279;
6.82;228.0279;
6.84;228.0279;
6.86;222.0872;
6.88;222.0872;
6.9;211.8215;
6.92;205.0871;
6.94;195.3511;
6.96;172.5464;
6.98;156.1916;
7;139.6574;
7.02;121.4142;
7.04;102.3153;
7.06;62.89373;
7.08;45.23388;
7.1;26.32367;
7.12;7.409679;
7.14;-33.90983;
7.16;-33.90983;
7.18;-52.30732;
7.2;-69.12063;
7.22;-83.40723;
7.24;-108.3676;
7.26;-119.2042;
7.28;-129.6155;
7.3;-138.9799;
7.32;-146.7644;
7.34;-158.1088;
7.36;-161.0093;
7.38;-162.6495;
7.4;-164.2591;
7.42;-163.8706;
7.44;-160.4484;
7.46;-156.5017;
7.48;-151.825;
7.5;-145.5035;
7.52;-138.7131;
7.54;-121.2736;
7.56;-121.2736;
7.58;-112.38;
7.6;-102.5587;
7.62;-91.62643;
7.64;-68.6246;
7.66;-53.20882;
7.68;-37.99611;
7.7;-22.65395;
7.72;12.93253;
7.74;30.22327;
7.76;45.59312;
7.78;61.23869;
7.8;75.05321;
7.82;104.9928;
7.84;119.8704;
7.86;134.2918;
7.88;147.9274;
7.9;160.4387;
7.92;180.6429;
7.94;187.781;
7.96;198.5519;
7.98;202.593;
8;202.593;
