Time in ms;Pos hand in x;Pos hand in z;
-0.01165545;0;0;
-0.01165545;0;0;
-0.01165545;0;0;
0.008344546;0;0;
0.008344546;0;0;
0.008344546;0;0;
0.02834455;0;0;
0.02834455;0;0;
0.02834455;0;0;
0.04834455;0;0;
0.04834455;0;0;
0.04834455;0;0;
0.06834454;0;0;
0.06834454;0;0;
0.06834454;0;0;
0.08834454;0;0;
0.08834454;0;0;
0.08834454;0;0;
0.1083445;0;0;
0.1083445;0;0;
0.1083445;0;0;
0.1283445;0;0;
0.1283445;0;0;
0.1283445;0;0;
0.1483445;0;0;
0.1483445;0;0;
0.1483445;0;0;
0.1683445;0;0;
0.1683445;0;0;
0.1683445;0;0;
0.1883445;0;0;
0.1883445;0;0;
0.1883445;0;0;
0.2083445;0;0;
0.2083445;0;0;
0.2083445;0;0;
0.2283445;0;0;
0.2283445;0;0;
0.2283445;0;0;
0.2483445;0;0;
0.2483445;0;0;
0.2483445;0;0;
0.2683446;0;0;
0.2683446;0;0;
0.2683446;0;0;
0.2883445;0;0;
0.2883445;0;0;
0.2883445;0;0;
0.3083445;0;0;
0.3083445;0;0;
0.3083445;0;0;
0.3283445;0;0;
0.3283445;0;0;
0.3283445;0;0;
0.3483445;0;0;
0.3483445;0;0;
0.3483445;0;0;
0.3683445;0;0;
0.3683445;0;0;
0.3683445;0;0;
0.3883445;0;0;
0.3883445;0;0;
0.3883445;0;0;
0.4083445;0;0;
0.4083445;0;0;
0.4083445;0;0;
0.4283445;0;0;
0.4283445;0;0;
0.4283445;0;0;
0.4483445;0;0;
0.4483445;0;0;
0.4483445;0;0;
0.4683445;0;0;
0.4683445;0;0;
0.4683445;0;0;
0.4883445;0;0;
0.4883445;0;0;
0.4883445;0;0;
0.5083445;0;0;
0.5083445;0;0;
0.5083445;0;0;
0.5283445;0;0;
0.5283445;0;0;
0.5283445;0;0;
0.5483446;0;0;
0.5483446;0;0;
0.5483446;0;0;
0.5683445;0;0;
0.5683445;0;0;
0.5683445;0;0;
0.5883445;0;0;
0.5883445;0;0;
0.5883445;0;0;
0.6083446;0;0;
0.6083446;0;0;
0.6083446;0;0;
0.6283445;0;0;
0.6283445;0;0;
0.6283445;0;0;
0.6483445;0;0;
0.6483445;0;0;
0.6483445;0;0;
0.6683446;0;0;
0.6683446;0;0;
0.6683446;0;0;
0.6883445;0;0;
0.6883445;0;0;
0.6883445;0;0;
0.7083445;0;0;
0.7083445;0;0;
0.7083445;0;0;
0.7283445;0;0;
0.7283445;0;0;
0.7283445;0;0;
0.7483445;0;0;
0.7483445;0;0;
0.7483445;0;0;
0.7683445;0;0;
0.7683445;0;0;
0.7683445;0;0;
0.7883445;0;0;
0.7883445;0;0;
0.7883445;0;0;
0.8083445;0;0;
0.8083445;0;0;
0.8083445;0;0;
0.8283445;0;0;
0.8283445;0;0;
0.8283445;0;0;
0.8483445;0;0;
0.8483445;0;0;
0.8483445;0;0;
0.8683445;0;0;
0.8683445;0;0;
0.8683445;0;0;
0.8883445;0;0;
0.8883445;0;0;
0.8883445;0;0;
0.9083445;0;0;
0.9083445;0;0;
0.9083445;0;0;
0.9283445;0;0;
0.9283445;0;0;
0.9283445;0;0;
0.9483445;0;0;
0.9483445;0;0;
0.9483445;0;0;
0.9683445;0;0;
0.9683445;0;0;
0.9683445;0;0;
0.9883446;0;0;
0.9883446;0;0;
0.9883446;0;0;
1.008345;0;0;
1.008345;0;0;
1.008345;0;0;
1.028345;0;0;
1.028345;0;0;
1.028345;0;0;
1.048344;0;0;
1.048344;0;0;
1.048344;0;0;
1.068344;0;0;
1.068344;0;0;
1.068344;0;0;
1.088345;0;0;
1.088345;0;0;
1.088345;0;0;
1.108345;0;0;
1.108345;0;0;
1.108345;0;0;
1.128345;0;0;
1.128345;0;0;
1.128345;0;0;
1.148345;0;0;
1.148345;0;0;
1.148345;0;0;
1.168344;0;0;
1.168344;0;0;
1.168344;0;0;
1.188344;0;0;
1.188344;0;0;
1.188344;0;0;
1.208344;0;0;
1.208344;0;0;
1.208344;0;0;
1.228345;0;0;
1.228345;0;0;
1.228345;0;0;
1.248345;0;0;
1.248345;0;0;
1.248345;0;0;
1.268345;0;0;
1.268345;0;0;
1.268345;0;0;
1.288345;0;0;
1.288345;0;0;
1.288345;0;0;
1.308344;0;0;
1.308344;0;0;
1.308344;0;0;
1.328344;0;0;
1.328344;0;0;
1.328344;0;0;
1.348345;0;0;
1.348345;0;0;
1.348345;0;0;
1.368345;0;0;
1.368345;0;0;
1.368345;0;0;
1.388345;0;0;
1.388345;0;0;
1.388345;0;0;
1.408345;0;0;
1.408345;0;0;
1.408345;0;0;
1.428344;0;0;
1.428344;0;0;
1.428344;0;0;
1.448344;0;0;
1.448344;0;0;
1.448344;0;0;
1.468345;0;0;
1.468345;0;0;
1.468345;0;0;
1.488345;0;0;
1.488345;0;0;
1.488345;0;0;
1.508345;0;0;
1.508345;0;0;
1.508345;0;0;
1.528345;0;0;
1.528345;0;0;
1.528345;0;0;
1.548344;0;0;
1.548344;0;0;
1.548344;0;0;
1.568344;0;0;
1.568344;0;0;
1.568344;0;0;
1.588344;0;0;
1.588344;0;0;
1.588344;0;0;
1.608345;0;0;
1.608345;0;0;
1.608345;0;0;
1.628345;0;0;
1.628345;0;0;
1.628345;0;0;
1.648345;0;0;
1.648345;0;0;
1.648345;0;0;
1.668344;0;0;
1.668344;0;0;
1.668344;0;0;
1.688344;0;0;
1.688344;0;0;
1.688344;0;0;
1.708344;0;0;
1.708344;0;0;
1.708344;0;0;
1.728345;0;0;
1.728345;0;0;
1.728345;0;0;
1.748345;0;0;
1.748345;0;0;
1.748345;0;0;
1.768345;0;0;
1.768345;0;0;
1.768345;0;0;
1.788345;0;0;
1.788345;0;0;
1.788345;0;0;
1.808344;0;0;
1.808344;0;0;
1.808344;0;0;
1.828344;0;0;
1.828344;0;0;
1.828344;0;0;
1.848344;0;0;
1.848344;0;0;
1.848344;0;0;
1.868345;0;0;
1.868345;0;0;
1.868345;0;0;
1.888345;0;0;
1.888345;0;0;
1.888345;0;0;
1.908345;0;0;
1.908345;0;0;
1.908345;0;0;
1.928344;0;0;
1.928344;0;0;
1.928344;0;0;
1.948344;0;0;
1.948344;0;0;
1.948344;0;0;
1.968344;0;0;
1.968344;0;0;
1.968344;0;0;
1.988345;0;0;
1.988345;0;0;
1.988345;0;0;
2.008344;0;0;
2.008344;0;0;
2.008344;0;0;
2.028344;0;0;
2.028344;0;0;
2.028344;0;0;
2.048345;0;0;
2.048345;0;0;
2.048345;0;0;
2.068345;0;0;
2.068345;0;0;
2.068345;0;0;
