Time in ms;Pos hand in x;
0;0;
0.02;0;
0.04;0;
0.06;0;
0.08;0;
0.09999999;0;
0.12;0;
0.14;0;
0.16;0;
0.18;0;
0.2;0;
0.22;0;
0.24;0;
0.26;0;
0.28;0;
0.3;0;
0.32;0;
0.34;0;
0.36;0;
0.38;0;
0.4;0;
0.42;0;
0.44;0;
0.46;0;
0.48;0;
0.5;0;
0.52;0;
0.54;0;
0.56;0;
0.58;0;
0.6;0;
0.62;0;
0.64;0;
0.66;0;
0.68;0;
0.7;0;
0.72;0;
0.74;0;
0.76;0;
0.78;0;
0.8;0;
0.82;0;
0.84;0;
0.86;0;
0.88;0;
0.9;0;
0.92;0;
0.94;0;
0.96;0;
0.98;0;
1;0;
1.02;0;
1.04;0;
1.06;0;
1.08;0;
1.1;0;
1.12;0;
1.14;0;
1.16;0;
1.18;0;
1.2;0;
1.22;0;
1.24;0;
1.26;0;
1.28;0;
1.3;0;
1.32;0;
1.34;0;
1.36;0;
1.38;0;
1.4;0;
1.42;0;
1.44;0;
1.46;0;
1.48;0;
1.5;0;
1.52;0;
1.54;0;
1.56;0;
1.58;0;
1.6;0;
1.62;0;
1.64;0;
1.66;0;
1.68;0;
1.7;0;
1.72;0;
1.74;0;
1.76;91.80544;
1.78;91.8015;
1.8;85.61061;
1.82;78.7594;
1.84;71.71712;
1.86;49.58384;
1.88;36.60419;
1.9;18.16207;
1.92;9.211093;
1.94;1.959798;
1.96;-12.80303;
1.98;-19.16816;
2;-24.36378;
2.02;-28.79465;
2.04;-32.47426;
2.06;-37.24231;
2.08;-37.87437;
2.1;-39.4234;
2.12;-40.4397;
2.14;-41.5525;
2.16;-42.0098;
2.18;-42.40967;
2.2;-42.6027;
2.22;-43.02256;
2.24;-43.74542;
2.26;-44.02853;
2.28;-44.18515;
2.3;-44.2563;
2.32;-44.27088;
2.34;-44.16601;
2.36;-44.04917;
2.38;-43.90363;
2.4;-43.74387;
2.42;-43.69271;
2.44;-43.64357;
2.46;-43.5684;
2.48;-43.39792;
2.5;-42.84252;
2.52;-42.28041;
2.54;-41.80288;
2.56;-40.84009;
2.58;-40.20024;
2.6;-39.41322;
2.62;-37.89848;
2.64;-37.56226;
2.66;-36.69077;
2.68;-35.72823;
2.7;-34.91118;
2.72;-33.40326;
2.74;-33.05617;
2.76;-32.35578;
2.78;-31.68817;
2.8;-31.07324;
2.82;-29.9292;
2.84;-29.68776;
2.86;-29.18205;
2.88;-28.75175;
2.9;-28.39045;
2.92;-27.67961;
2.94;-27.55757;
2.96;-27.36955;
2.98;-27.23857;
3;-27.15397;
3.02;-27.06212;
3.04;-27.0437;
3.06;-27.03969;
3.08;-27.04543;
3.1;-27.07157;
3.12;-27.37876;
3.14;-27.45583;
3.16;-27.58968;
3.18;-27.73771;
3.2;-28.24128;
3.22;-28.40447;
3.24;-28.4627;
3.26;-28.55459;
3.28;-28.62417;
3.3;-28.72322;
3.32;-28.75348;
3.34;-28.7636;
3.36;-28.77442;
3.38;-28.76465;
3.4;-28.58214;
3.42;-28.48251;
3.44;-28.28559;
3.46;-28.11106;
3.48;-27.98182;
3.5;-27.78733;
3.52;-27.72436;
3.54;-27.67168;
3.56;-27.65212;
3.58;-27.66384;
3.6;-27.89252;
3.62;-28.17419;
3.64;-28.67435;
3.66;-29.32644;
3.68;-30.03752;
3.7;-31.1901;
3.72;-31.84811;
3.74;-32.64535;
3.76;-33.28124;
3.78;-33.77153;
3.8;-34.30987;
3.82;-34.52305;
3.84;-34.63355;
3.86;-34.65327;
3.88;-34.58131;
3.9;-34.34409;
3.92;-33.86332;
3.94;-33.2052;
3.96;-32.41017;
3.98;-31.20118;
4;-30.38172;
4.02;-29.69811;
4.04;-29.02815;
4.06;-28.52813;
4.08;-27.9538;
4.1;-27.70495;
4.12;-27.56429;
4.14;-27.47315;
4.16;-27.41008;
4.18;-27.36927;
4.2;-27.40111;
4.22;-27.50671;
4.24;-27.69444;
4.26;-27.90241;
4.28;-28.29318;
4.3;-28.64873;
4.32;-29.0862;
4.34;-29.46425;
