Time in ms;Pos hand in x;
0.001051193;0;
0.02105119;0;
0.04105119;0;
0.06105119;0;
0.08105119;0;
0.1010512;0;
0.1210512;0;
0.1410512;0;
0.1610512;0;
0.1810512;0;
0.2010512;0;
0.2210512;0;
0.2410512;0;
0.2610512;0;
0.2810512;0;
0.3010512;0;
0.3210512;0;
0.3410512;0;
0.3610512;0;
0.3810512;0;
0.4010512;0;
0.4210512;0;
0.4410512;0;
0.4610512;0;
0.4810512;0;
0.5010512;0;
0.5210512;0;
0.5410512;0;
0.5610512;0;
0.5810512;0;
0.6010512;0;
0.6210512;0;
0.6410512;164.0375;
0.6610512;164.0375;
0.6810512;163.9435;
0.7010512;127.1131;
0.7210512;113.5938;
0.7410512;102.5998;
0.7610512;97.68913;
0.7810512;98.91431;
0.8010512;92.19086;
0.8210512;88.68656;
0.8410512;85.4502;
0.8610512;83.16624;
0.8810512;81.3876;
0.9010512;79.67522;
0.9210511;78.88376;
0.9410512;78.10617;
0.9610512;76.29861;
0.9810511;74.0751;
1.001051;71.28709;
1.021051;71.15408;
1.041051;71.06757;
1.061051;71.33887;
1.081051;71.9292;
1.101051;71.36324;
1.121051;71.81144;
1.141051;71.39528;
1.161051;71.35452;
1.181051;70.84366;
1.201051;70.36135;
1.221051;69.95576;
1.241051;69.72643;
1.261051;68.95934;
1.281051;65.65329;
1.301051;64.59074;
1.321051;63.73328;
1.341051;63.34796;
1.361051;62.64811;
1.381051;61.85398;
1.401051;61.67996;
1.421051;61.31911;
1.441051;60.63618;
1.461051;60.51851;
1.481051;59.51165;
1.501051;59.23551;
1.521051;59.12632;
1.541051;59.02104;
1.561051;59.1735;
1.581051;59.43632;
1.601051;59.4013;
1.621051;59.30555;
1.641051;59.06876;
1.661051;58.65253;
1.681051;58.63772;
1.701051;58.75251;
1.721051;58.79992;
1.741051;58.93828;
1.761051;59.25163;
1.781051;59.8478;
1.801051;60.17242;
1.821051;60.564;
1.841051;60.78296;
1.861051;61.7608;
1.881051;62.13717;
1.901051;62.41416;
1.921051;62.56493;
1.941051;62.5894;
1.961051;62.68677;
1.981051;62.70352;
2.001051;62.601;
2.021051;62.49816;
2.041051;62.45786;
2.061051;62.6767;
2.081051;62.65653;
2.101051;62.68876;
2.121051;62.66035;
2.141051;62.80048;
2.161051;62.83101;
2.181051;62.82337;
2.201051;62.93488;
2.221051;63.1219;
2.241051;62.58973;
2.261051;62.71125;
2.281051;62.84777;
2.301051;63.07298;
2.321051;63.11508;
2.341051;63.23642;
2.361051;63.32023;
2.381051;63.66721;
2.401051;63.82515;
2.421051;63.83538;
2.441051;63.78986;
2.461051;63.80977;
2.481051;63.91298;
2.501051;63.95653;
2.521051;64.01813;
2.541051;64.14819;
2.561051;64.45906;
2.581051;64.54987;
2.601051;64.62061;
2.621051;64.47072;
2.641051;64.27873;
2.661051;64.32491;
2.681051;64.29671;
2.701051;64.49306;
2.721051;64.42414;
2.741051;64.29045;
2.761051;64.16049;
2.781051;64.05645;
2.801051;63.97371;
2.821051;63.98091;
2.841051;63.76212;
2.861051;63.57098;
2.881051;63.26945;
2.901051;62.81266;
2.921051;62.16362;
2.941051;61.79177;
2.961051;61.13095;
2.981051;60.93603;
3.001051;60.41615;
3.021051;59.74106;
3.041051;59.27442;
3.061051;58.72606;
3.081051;58.21451;
3.101051;57.88105;
3.121051;56.93911;
3.141051;56.76772;
3.161051;56.59002;
3.181051;56.15329;
3.201051;56.15329;
3.221051;55.37173;
3.241051;55.50541;
3.261051;55.37672;
3.281051;55.1079;
3.301051;55.06773;
3.321051;54.87081;
3.341051;54.60125;
3.361051;54.43605;
3.381051;54.05884;
3.401051;53.52494;
3.421051;53.2892;
3.441051;53.16435;
3.461051;53.0381;
3.481051;52.92413;
3.501051;52.796;
3.521051;52.7775;
3.541051;52.7758;
3.561051;52.77529;
3.581051;52.77565;
3.601051;52.91927;
3.621051;53.4534;
3.641051;53.55388;
3.661051;53.4712;
3.681051;53.717;
3.701051;54.21605;
3.721051;54.15561;
3.741051;54.20559;
3.761051;54.4828;
3.781051;55.44776;
3.801051;55.83623;
3.821051;55.99622;
3.841051;56.15641;
3.861051;56.00858;
3.881051;55.61266;
3.901051;55.53309;
3.921051;55.48278;
3.941051;55.37346;
3.961051;55.55033;
3.981051;55.71137;
4.001051;55.69162;
4.021051;55.65035;
4.041051;55.64222;
4.061051;55.62276;
4.081051;56.17256;
4.101051;56.56653;
4.121051;56.67717;
4.141051;56.70861;
4.161051;56.47025;
4.181051;57.25062;
4.201051;57.54677;
4.221051;58.27006;
4.241051;58.90017;
4.261051;59.69353;
4.281051;60.55099;
4.301051;61.81474;
4.321051;62.65389;
4.341051;63.34248;
4.361051;64.18633;
4.381051;64.58806;
4.401051;65.08332;
4.421051;66.28532;
4.441051;66.6859;
4.461051;67.4318;
4.481051;67.58642;
4.501051;67.81115;
4.521051;68.32229;
4.541051;69.17153;
4.561051;69.92434;
4.581051;70.65884;
4.601051;71.09583;
4.621051;72.1518;
4.641051;72.37032;
4.661051;72.46738;
4.681051;72.95785;
4.701051;73.53814;
4.721051;73.62456;
4.741051;73.66824;
4.761051;73.83384;
4.781051;74.17542;
4.801051;74.25752;
4.821051;74.24473;
4.841051;74.24307;
4.861051;74.24251;
4.881051;74.21782;
4.901051;74.42613;
4.921051;74.90163;
4.941051;75.483;
4.961051;75.68352;
4.981051;75.88426;
5.001051;76.19042;
5.021051;76.53732;
5.041051;76.8314;
5.061051;76.97539;
5.081051;77.05737;
5.101051;77.08447;
5.121051;77.05801;
5.141051;77.13695;
5.161051;77.12311;
5.181051;76.9612;
5.201051;76.74512;
5.221051;76.5636;
5.241051;76.22266;
5.261051;75.94351;
5.281051;75.79681;
5.301051;75.47998;
5.321051;75.31815;
5.341051;75.14836;
5.361051;74.94261;
5.381051;74.6372;
5.401051;74.6372;
5.421051;73.00243;
5.441051;72.79108;
5.461051;72.70316;
5.481051;72.63725;
5.501051;72.24068;
5.521051;71.58012;
5.541051;71.1011;
5.561051;70.76503;
5.581051;70.47511;
5.601051;70.3419;
5.621051;69.87582;
5.641051;69.58125;
5.661051;69.51369;
5.681051;69.29321;
5.701051;69.11849;
5.721051;68.22105;
5.741051;67.97651;
5.761051;67.61964;
5.781051;67.47372;
5.801051;67.26123;
5.821051;66.46297;
5.841051;66.03904;
5.861051;65.69959;
5.881051;65.2223;
5.901051;64.74483;
5.921051;63.86984;
5.941051;63.46419;
5.961051;63.2361;
5.981051;62.6766;
6.001051;61.98824;
6.021051;60.64107;
6.041051;59.61343;
6.061051;58.52512;
6.081051;57.20973;
6.101051;54.77142;
6.121051;54.06944;
6.141051;52.72162;
6.161051;51.00488;
6.181051;49.35227;
6.201051;45.95717;
6.221051;44.34914;
6.241051;42.65634;
6.261051;41.13485;
6.281051;40.39442;
6.301051;37.27062;
6.321051;36.14826;
6.341051;34.90914;
6.361051;33.94378;
6.381051;32.95789;
6.401051;31.67339;
6.421051;31.02399;
6.441051;30.42091;
6.461051;29.94539;
6.481051;29.74677;
6.501051;29.127;
6.521051;29.05933;
6.541051;29.00667;
6.561051;29.02208;
6.581051;29.03023;
6.601051;29.13634;
6.621051;29.27049;
6.641051;29.49409;
6.661051;29.91364;
6.681051;30.8147;
6.701051;31.5471;
6.721051;32.2701;
6.741051;33.11034;
6.761051;33.83691;
6.781051;35.68512;
6.801051;36.80746;
6.821051;38.14029;
6.841051;39.49268;
6.861051;40.23116;
6.881051;43.13731;
6.901051;44.80798;
6.921051;46.36865;
6.941051;48.13587;
6.961051;49.93557;
6.981051;53.05268;
7.001051;54.36692;
7.021051;55.41412;
7.041051;55.99081;
7.061051;56.46325;
7.081051;55.99948;
7.101051;56.18967;
7.121051;57.7528;
7.141051;58.7696;
7.161051;58.55399;
7.181051;58.74796;
7.201051;58.91656;
7.221051;58.93743;
7.241051;58.89794;
7.261051;59.73089;
7.281051;60.93;
7.301051;61.54249;
7.321051;61.61657;
7.341051;61.64957;
7.361051;61.82684;
7.381051;62.00272;
7.401051;62.14028;
7.421051;62.40419;
7.441051;62.5256;
7.461051;63.05122;
7.481051;63.21334;
7.501051;63.35484;
7.521051;63.70047;
7.541051;63.94207;
7.561051;64.59903;
7.581051;64.74289;
7.601051;64.74289;
7.621051;64.8858;
7.641051;65.20771;
7.661051;65.29261;
7.681051;65.37553;
7.701051;64.96957;
7.721051;64.88705;
7.741051;64.28152;
7.761051;62.88628;
7.781051;63.22237;
7.801051;63.23952;
7.821051;62.98878;
7.841051;62.42321;
7.861051;61.97518;
7.881051;61.60484;
7.901051;61.18557;
7.921051;61.13093;
7.941051;60.68058;
7.961051;60.47264;
7.981051;60.50881;
8.001051;60.51965;
8.021051;60.47118;
8.041051;60.53852;
8.061051;61.04556;
8.081051;61.57268;
8.101051;62.30442;
8.121051;63.46097;
8.141051;65.50092;
8.161051;67.35694;
8.181051;69.62379;
8.201051;72.40341;
8.221051;75.37601;
8.241051;81.70184;
8.261051;83.76236;
8.281051;86.11189;
8.301051;88.77789;
8.321051;91.37813;
8.341051;91.54999;
8.361051;91.65299;
8.381051;92.48375;
8.401051;93.81642;
8.421051;95.72346;
8.441051;95.25471;
8.461051;95.63416;
8.481051;96.52171;
8.501051;98.09399;
8.521051;99.30802;
8.541051;99.28871;
8.561051;99.25156;
8.581051;99.1268;
8.601051;98.5946;
8.621051;98.44287;
8.641051;98.36767;
8.661051;98.63468;
8.681051;98.70657;
8.701051;98.81305;
8.721051;98.82281;
8.741051;98.80397;
8.761051;98.82375;
8.781051;98.80608;
8.801051;99.07899;
8.821051;98.99876;
8.841051;99.3861;
8.861051;99.45554;
8.881051;99.49825;
8.901051;99.3122;
8.921051;99.29881;
8.941051;98.95282;
8.961051;98.65263;
8.981051;98.45096;
9.001051;98.08498;
9.021051;98.52705;
9.041051;98.6375;
9.061051;98.66428;
9.081051;98.02648;
9.101051;98.95078;
9.121051;99.96503;
9.141051;100.3199;
9.161051;100.2371;
9.181051;100.1079;
9.201051;100.0726;
9.221051;100.0691;
9.241051;100.2638;
9.261051;100.2197;
9.281051;99.52614;
9.301051;99.00294;
9.321051;98.22802;
9.341051;97.4362;
9.361051;96.83778;
9.381051;96.02084;
9.401051;95.65273;
9.421051;95.23737;
9.441051;94.90286;
9.461051;94.57178;
9.481051;94.06457;
9.501051;92.05473;
9.521051;92.05473;
9.541051;92.05473;
9.561051;90.81858;
9.581051;88.3431;
9.601051;86.33693;
9.621051;84.7811;
9.641051;82.78323;
9.661051;81.76192;
9.681051;77.45531;
9.701051;75.24406;
9.721051;72.72684;
9.741051;70.14577;
9.761051;67.73186;
9.781051;64.40747;
9.801051;64.40747;
9.821051;59.84775;
9.841051;58.23814;
9.861051;56.53213;
9.881051;54.02303;
9.901051;52.58028;
9.921051;51.29284;
9.941051;50.30236;
9.961051;48.5036;
9.981051;47.70116;
10.00105;47.01963;
10.02105;46.45229;
10.04105;46.2302;
10.06105;45.75066;
10.08105;45.66188;
10.10105;45.62455;
10.12105;45.61032;
10.14105;45.65906;
10.16105;45.7569;
10.18105;45.82666;
10.20105;45.91064;
10.22105;46.00879;
10.24105;46.05753;
10.26105;46.29521;
10.28105;46.43034;
10.30105;46.55914;
10.32105;46.68623;
10.34105;46.87141;
10.36105;47.45344;
10.38105;47.55621;
10.40105;47.71239;
10.42105;47.8174;
10.44105;47.87326;
10.46105;48.12451;
10.48105;48.28864;
10.50105;48.35455;
10.52105;48.41692;
10.54105;48.58902;
10.56105;48.66847;
10.58105;48.73624;
10.60105;48.76177;
10.62105;48.81001;
10.64105;48.89078;
10.66105;48.92035;
10.68105;48.94926;
10.70105;48.9968;
10.72105;49.01035;
10.74105;48.88477;
10.76105;48.83158;
10.78105;48.69889;
10.80105;48.6571;
10.82105;48.56704;
10.84105;48.3543;
10.86105;48.186;
10.88105;48.01509;
10.90105;48.01509;
10.92105;47.60381;
10.94105;47.16464;
10.96105;46.93063;
10.98105;46.70243;
11.00105;46.4052;
11.02105;45.73334;
11.04105;45.48902;
11.06105;45.22169;
11.08105;45.03271;
11.10105;44.8768;
11.12105;44.63565;
11.14105;44.60573;
11.16105;44.55842;
11.18105;44.52467;
11.20105;44.49842;
11.22105;44.45195;
11.24105;44.43796;
11.26105;44.43848;
11.28105;44.46804;
11.30105;44.5468;
11.32105;44.78436;
11.34105;44.94916;
11.36105;45.23325;
11.38105;45.5841;
11.40105;45.97474;
11.42105;46.93764;
