Time in ms;Pos hand in x;
0;0;
0.02;0;
0.04;-11.96261;
0.06;-11.96261;
0.08;-11.96261;
0.09999999;-11.96261;
0.12;-11.96261;
0.14;-11.96261;
0.16;-11.96261;
0.18;-11.96261;
0.2;-11.96261;
0.22;-11.96261;
0.24;-11.96261;
0.26;-11.96261;
0.28;-11.96261;
0.3;-11.22054;
0.32;-10.80462;
0.34;-10.64934;
0.36;-10.53122;
0.38;-10.3069;
0.4;-10.05961;
0.42;-9.918756;
0.44;-9.797293;
0.46;-9.651782;
0.48;-9.448405;
0.5;-9.241067;
0.52;-9.024508;
0.54;-8.945817;
0.56;-8.767674;
0.58;-8.651291;
0.6;-8.498565;
0.62;-8.463426;
0.64;-8.360652;
0.66;-8.203439;
0.68;-7.368454;
0.7;-5.79716;
0.72;-2.877513;
0.74;-1.152961;
0.76;3.253101;
0.78;14.53563;
0.8;17.60413;
0.82;24.44213;
0.84;31.10888;
0.86;38.19453;
0.88;48.5957;
0.9;55.38921;
0.92;61.69853;
0.94;64.80093;
0.96;70.34855;
0.98;74.90114;
1;78.98579;
1.02;85.00784;
1.04;86.93761;
1.06;87.75638;
1.08;88.9185;
1.1;89.69825;
1.12;90.26612;
1.14;90.28689;
1.16;89.98315;
1.18;89.41168;
1.2;87.60859;
1.22;85.97596;
1.24;83.95276;
1.26;82.77578;
1.28;80.34257;
1.3;74.78233;
1.32;73.13872;
1.34;70.00703;
1.36;66.38936;
1.38;62.66712;
1.4;56.68934;
1.42;52.48015;
1.44;48.44271;
1.46;44.11854;
1.48;42.08859;
1.5;34.4656;
1.52;31.02962;
1.54;29.17504;
1.56;27.41889;
1.58;22.36959;
1.6;19.02072;
1.62;16.62463;
1.64;14.20081;
1.66;12.09503;
1.68;11.0372;
1.7;6.855263;
1.72;5.434811;
1.74;4.711779;
1.76;3.249201;
1.78;0.5841104;
1.8;-0.07024937;
1.82;-1.355485;
1.84;-2.631746;
1.86;-3.673167;
1.88;-5.572494;
1.9;-6.446838;
1.92;-7.255686;
1.94;-7.5914;
1.96;-8.257694;
1.98;-9.528646;
2;-10.02884;
2.02;-10.20693;
2.04;-10.82992;
2.06;-11.32828;
2.08;-11.828;
2.1;-12.17233;
2.12;-12.4109;
2.14;-12.61211;
2.16;-12.71417;
2.18;-13.0177;
2.2;-13.06258;
2.22;-13.06392;
2.24;-13.06697;
2.26;-13.07263;
2.28;-13.07471;
2.3;-13.07583;
2.32;-13.08399;
2.34;-13.34524;
2.36;-13.877;
2.38;-14.34456;
2.4;-15.1152;
2.42;-15.59633;
2.44;-16.71503;
2.46;-19.78383;
2.48;-20.79612;
2.5;-22.68395;
2.52;-24.46738;
2.54;-26.33074;
2.56;-28.9761;
2.58;-30.27896;
2.6;-31.55803;
2.62;-32.91579;
2.64;-33.45483;
2.66;-35.24146;
2.68;-35.60015;
2.7;-36.31346;
2.72;-36.9795;
2.74;-37.52074;
2.76;-37.78054;
2.78;-38.4913;
2.8;-38.94015;
2.82;-39.37246;
2.84;-39.83768;
2.86;-40.3625;
2.88;-40.79274;
2.9;-41.24218;
2.92;-41.46473;
2.94;-41.91169;
2.96;-42.79739;
2.98;-43.04097;
3;-43.49516;
3.02;-44.15802;
3.04;-44.69457;
3.06;-45.8907;
3.08;-46.8132;
3.1;-47.18292;
3.12;-47.34689;
3.14;-47.84601;
3.16;-49.42591;
3.18;-49.94775;
3.2;-50.91426;
3.22;-52.02707;
3.24;-53.82954;
3.26;-54.96167;
3.28;-56.20171;
3.3;-57.3981;
3.32;-58.6349;
3.34;-60.1823;
3.36;-61.02684;
3.38;-62.01131;
3.4;-62.44598;
3.42;-63.11721;
3.44;-64.40626;
3.46;-64.57472;
3.48;-64.87196;
3.5;-65.15941;
3.52;-65.38796;
3.54;-65.60393;
3.56;-65.6944;
3.58;-65.76401;
3.6;-65.79411;
3.62;-65.84019;
3.64;-65.90063;
3.66;-65.90845;
3.68;-65.91929;
3.7;-65.92623;
3.72;-65.92566;
3.74;-65.92279;
3.76;-65.9221;
3.78;-65.93194;
