Time in ms;Pos hand in x;
-0.01112414;0;
0.00887586;0;
0.02887586;0;
0.04887586;0;
0.06887586;0;
0.08887586;0;
0.1088759;0;
0.1288759;0;
0.1488759;0;
0.1688759;0;
0.1888759;0;
0.2088758;0;
0.2288759;0;
0.2488759;0;
0.2688759;0;
0.2888758;0;
0.3088759;0;
0.3288758;0;
0.3488759;0;
0.3688759;0;
0.3888758;0;
0.4088759;0;
0.4288759;134.8206;
0.4488758;134.4658;
0.4688759;127.5319;
0.4888758;120.7241;
0.5088758;120.7241;
0.5288758;106.4285;
0.5488759;84.31732;
0.5688758;71.83109;
0.5888758;54.28901;
0.6088759;40.28492;
0.6288759;37.06667;
0.6488758;25.58248;
0.6688759;18.87911;
0.6888759;8.722154;
0.7088758;-5.490367;
0.7288758;-13.42951;
0.7488759;-20.69428;
0.7688758;-25.39108;
0.7888758;-31.73255;
0.8088759;-39.92043;
0.8288758;-43.29572;
0.8488758;-46.7248;
0.8688759;-49.76243;
0.8888758;-52.28439;
0.9088758;-57.31311;
0.9288759;-58.33158;
0.9488758;-60.74892;
0.9688758;-62.82358;
0.9888759;-64.48516;
1.008876;-67.48011;
1.028876;-68.38572;
1.048876;-69.02245;
1.068876;-69.81004;
1.088876;-70.37667;
1.108876;-70.73419;
1.128876;-70.88503;
1.148876;-70.88503;
1.168876;-70.9097;
1.188876;-70.85165;
1.208876;-70.62653;
1.228876;-69.99983;
1.248876;-69.13434;
1.268876;-67.87102;
1.288876;-65.68111;
1.308876;-64.17512;
1.328876;-62.76853;
1.348876;-61.27998;
1.368876;-59.95572;
1.388876;-56.71074;
1.408876;-55.51482;
1.428876;-54.22921;
1.448876;-53.23599;
1.468876;-52.50577;
1.488876;-51.65778;
1.508876;-51.25402;
1.528876;-50.95997;
1.548876;-50.72438;
1.568876;-50.58192;
1.588876;-50.87088;
1.608876;-51.46838;
1.628876;-52.2109;
1.648876;-52.97549;
1.668876;-54.05663;
1.688876;-55.0316;
1.708876;-55.89029;
1.728876;-56.47721;
1.748876;-56.89693;
1.768876;-57.35205;
1.788876;-57.45678;
1.808876;-57.40447;
1.828876;-57.42648;
1.848876;-57.38148;
1.868876;-56.58717;
1.888876;-55.9228;
1.908876;-55.16415;
1.928876;-54.08125;
1.948876;-53.1378;
1.968876;-51.35733;
1.988876;-50.55172;
2.008876;-50.07398;
2.028876;-49.75887;
2.048876;-49.64025;
2.068876;-49.47868;
2.088876;-50.09383;
2.108876;-51.62102;
2.128876;-54.31785;
2.148876;-57.82985;
2.168876;-65.59434;
2.188876;-67.64941;
2.208876;-74.61958;
2.228876;-76.48597;
2.248876;-83.10963;
2.268876;-86.20484;
2.288876;-89.35265;
2.308876;-90.47813;
2.328876;-91.96564;
2.348876;-93.77418;
2.368876;-94.15608;
2.388876;-94.27336;
2.408876;-94.19161;
2.428876;-93.82153;
2.448876;-92.28619;
2.468876;-90.73228;
2.488876;-88.63266;
2.508876;-87.23321;
2.528876;-85.86162;
2.548876;-83.35992;
2.568876;-81.86348;
2.588876;-81.15988;
2.608876;-79.57928;
2.628876;-79.09915;
2.648876;-77.41438;
2.668876;-76.89778;
2.688876;-76.18454;
2.708876;-74.93894;
2.728876;-73.55177;
2.748876;-68.5886;
2.768876;-66.95196;
2.788876;-63.09898;
2.808876;-57.81667;
2.828876;-43.98644;
2.848876;-35.86858;
2.868876;-26.66808;
2.888876;-16.33235;
2.908876;-5.601244;
2.928876;13.51955;
2.948876;26.63502;
2.968876;40.2633;
2.988876;53.43935;
3.008876;66.27888;
3.028876;89.89716;
3.048876;101.4434;
3.068876;113.6223;
3.088876;124.8218;
3.108876;136.7686;
3.128876;152.5357;
3.148876;0;
3.168876;0;
3.188876;0;
3.208876;0;
3.228876;0;
3.248876;0;
3.268876;0;
3.288876;0;
3.308876;0;
3.328876;0;
3.348876;0;
3.368876;0;
3.388876;0;
3.408876;0;
3.428876;0;
3.448876;0;
3.468876;0;
3.488876;0;
3.508876;0;
3.528876;0;
3.548876;0;
3.568876;0;
3.588876;0;
3.608876;0;
3.628876;0;
3.648876;0;
3.668876;0;
3.688876;0;
3.708876;0;
3.728876;0;
3.748876;0;
3.768876;0;
3.788876;0;
3.808876;0;
3.828876;0;
3.848876;0;
3.868876;0;
