Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0.02;0;0;
0.04;0;0;
0.06;0;0;
0.08;0;0;
0.09999999;0;0;
0.12;0;0;
0.14;0;0;
0.16;0;0;
0.18;0;0;
0.2;0;0;
0.22;0;0;
0.24;0;0;
0.26;0;0;
0.28;0;0;
0.3;0;0;
0.32;0;0;
0.34;0;0;
0.36;0;0;
0.38;0;0;
0.4;0;0;
0.42;0;0;
0.44;0;0;
0.46;0;0;
0.48;0;0;
0.5;0;0;
0.52;0;0;
0.54;0;0;
0.56;0;0;
0.58;0;0;
0.6;0;0;
0.62;0;0;
0.64;0;0;
0.66;0;0;
0.68;0;0;
0.7;0;0;
0.72;0;0;
0.74;0;0;
0.76;0;0;
0.78;0;0;
0.8;0;0;
0.82;0;0;
0.84;0;0;
0.86;0;0;
0.88;0;0;
0.9;0;0;
0.92;0;0;
0.94;0;0;
0.96;0;0;
0.98;0;0;
1;0;0;
1.02;0;0;
1.04;0;0;
1.06;0;0;
1.08;0;0;
1.1;0;0;
1.12;0;0;
1.14;0;0;
1.16;0;0;
1.18;0;0;
1.2;0;0;
1.22;54.35884;-23.07175;
1.24;45.55673;-23.72817;
1.26;28.32814;-24.85208;
1.28;11.88238;-25.09528;
1.3;4.026815;-24.85625;
1.32;-24.53773;-23.16911;
1.34;-37.4566;-22.32952;
1.36;-43.70423;-22.09288;
1.38;-55.9265;-21.74276;
1.4;-67.07464;-21.09867;
1.42;-82.24662;-20.04207;
1.44;-91.74707;-19.28571;
1.46;-99.98907;-18.18805;
1.48;-103.6672;-17.63348;
1.5;-110.6105;-16.59342;
1.52;-118.2466;-14.29566;
1.54;-121.816;-13.07854;
1.56;-123.956;-11.94904;
1.58;-124.8009;-11.41332;
1.6;-124.9278;-11.27879;
1.62;-121.9746;-10.50055;
1.64;-119.8288;-10.651;
1.66;-114.676;-11.02071;
1.68;-107.6751;-11.86816;
1.7;-94.48267;-13.52948;
