Time in ms;Pos hand in x;Pos hand in z;
-0.01515318;0;0;
0.004846824;0;0;
0.02484682;0;0;
0.04484682;0;0;
0.06484682;0;0;
0.08484682;0;0;
0.1048468;0;0;
0.1248468;0;0;
0.1448468;0;0;
0.1648468;0;0;
0.1848468;0;0;
0.2048468;0;0;
0.2248468;0;0;
0.2448468;0;0;
0.2648468;0;0;
0.2848468;0;0;
0.3048468;0;0;
0.3248468;0;0;
0.3448468;0;0;
0.3648468;0;0;
0.3848468;0;0;
0.4048468;0;0;
0.4248468;0;0;
0.4448468;0;0;
0.4648468;0;0;
0.4848468;0;0;
0.5048468;0;0;
0.5248468;0;0;
0.5448468;0;0;
0.5648468;0;0;
0.5848468;0;0;
0.6048468;0;0;
0.6248468;0;0;
0.6448468;0;0;
0.6648468;0;0;
0.6848468;0;0;
0.7048468;0;0;
0.7248468;0;0;
0.7448468;0;0;
0.7648468;0;0;
0.7848468;0;0;
0.8048468;0;0;
0.8248468;0;0;
0.8448468;0;0;
0.8648468;0;0;
0.8848468;0;0;
0.9048468;0;0;
0.9248468;0;0;
0.9448468;129.1808;-14.42284;
0.9648468;129.171;-14.41876;
0.9848468;84.54162;-5.268909;
1.004847;65.62068;-1.684602;
1.024847;65.62068;-1.684602;
1.044847;50.26692;0.9038136;
1.064847;36.28686;0.8211825;
1.084847;12.07154;-0.8216066;
1.104847;1.226842;-2.241649;
1.124847;-8.27048;-2.870905;
1.144847;-16.48996;-4.793418;
1.164847;-24.17867;-6.35417;
1.184847;-30.32442;-8.075807;
1.204847;-36.6076;-10.24517;
1.224847;-41.03849;-11.46191;
1.244847;-45.15773;-13.82265;
1.264847;-50.03912;-16.92531;
1.284847;-51.30001;-18.08878;
1.304847;-51.91742;-19.47243;
1.324847;-52.00889;-20.59444;
1.344847;-51.52655;-21.56228;
1.364847;-50.64676;-22.69311;
1.384847;-49.39579;-23.7612;
1.404847;-47.83007;-24.89474;
1.424847;-46.08062;-26.10984;
1.444847;-44.06505;-27.53148;
1.464847;-41.42056;-29.30844;
1.484847;-40.72355;-30.05882;
1.504847;-40.72355;-30.05882;
1.524847;-40.72355;-30.05882;
1.544847;-40.72355;-30.05882;
1.564847;-41.07602;-32.41702;
1.584847;-42.29881;-33.30884;
1.604847;-43.71815;-34.12504;
1.624847;-45.6163;-35.24015;
1.644847;-48.13451;-36.71959;
1.664847;-50.62206;-37.87508;
1.684847;-53.19401;-38.40538;
1.704847;-55.61443;-39.28224;
1.724847;-58.60924;-40.12986;
1.744847;-61.35876;-41.64577;
1.764847;-64.89444;-45.14954;
1.784847;-65.95547;-48.54521;
1.804847;-65.79388;-52.10539;
1.824847;-64.87741;-55.91903;
1.844847;-62.76296;-60.50554;
1.864847;-60.74146;-66.41553;
1.884847;-57.57522;-72.97578;
1.904847;-52.5618;-78.32415;
1.924847;-47.43002;-83.604;
1.944847;-35.11666;-93.36349;
1.964847;-27.70554;-96.96841;
1.984847;-20.09426;-100.0207;
2.004847;-20.09426;-100.0207;
2.024847;-11.81172;-102.393;
2.044847;5.714367;-105.9797;
2.064847;14.75652;-107.0131;
2.084847;23.55518;-107.7443;
2.104847;31.36825;-108.3004;
2.124847;38.73348;-108.764;
2.144847;51.99427;-108.6429;
2.164847;51.99427;-108.6429;
2.184847;57.26762;-108.4727;
2.204847;61.85728;-108.2789;
2.224847;65.6457;-107.7347;
2.244847;70.01691;-107.0715;
2.264847;70.8553;-106.9046;
2.284847;71.36286;-106.7153;
2.304847;71.54625;-106.4955;
2.324847;71.51088;-106.3545;
2.344847;71.11324;-106.1478;
2.364847;70.04913;-105.8314;
2.384847;67.77459;-105.6421;
2.404847;64.98341;-105.7552;
2.424847;56.85407;-106.9803;
2.444847;52.28607;-107.7395;
2.464847;47.18246;-108.0552;
2.484847;41.82759;-108.0662;
2.504847;41.82759;-108.0662;
2.524847;29.78183;-106.5069;
2.544847;23.59996;-104.5464;
2.564847;17.49316;-101.8681;
2.584847;11.99244;-98.55301;
2.604847;7.422942;-93.7486;
2.624847;3.549181;-87.26618;
2.644847;0.7436352;-77.54115;
2.664847;-1.437161;-66.55296;
2.684847;-2.811997;-54.87372;
2.704847;-3.540518;-42.90518;
2.724847;-2.068024;-20.518;
2.744847;-0.5836173;-11.16956;
2.764847;1.484507;-2.440187;
2.784847;3.930418;4.800675;
2.804847;3.930418;4.800675;
2.824847;8.722192;16.4714;
2.844847;10.80391;21.04613;
2.864847;12.67214;25.18088;
2.884847;14.39001;29.46255;
2.904847;16.74009;37.99395;
2.924847;17.48093;41.4309;
