Time in ms;Pos hand in x;
-0.008631241;0;
0.01136876;0;
0.03136876;0;
0.05136876;0;
0.07136875;0;
0.09136876;0;
0.1113688;0;
0.1313688;0;
0.1513688;0;
0.1713687;0;
0.1913688;0;
0.2113688;0;
0.2313688;0;
0.2513688;0;
0.2713687;0;
0.2913688;0;
0.3113688;0;
0.3313687;0;
0.3513688;0;
0.3713687;0;
0.3913687;0;
0.4113688;0;
0.4313687;0;
0.4513687;0;
0.4713688;0;
0.4913687;0;
0.5113688;0;
0.5313687;0;
0.5513688;0;
0.5713688;0;
0.5913687;0;
0.6113687;0;
0.6313688;0;
0.6513687;0;
0.6713687;0;
0.6913688;0;
0.7113687;0;
0.7313687;0;
0.7513688;0;
0.7713687;0;
0.7913687;0;
0.8113688;0;
0.8313687;0;
0.8513687;0;
0.8713688;0;
0.8913687;0;
0.9113687;0;
0.9313687;39.60147;
0.9513687;35.94797;
0.9713687;29.23545;
0.9913687;23.95137;
1.011369;21.8827;
1.031369;16.76828;
1.051369;15.5463;
1.071369;15.01676;
1.091369;14.90202;
1.111369;15.27054;
1.131369;15.96668;
1.151369;16.82778;
1.171369;17.28797;
1.191369;17.96181;
1.211369;18.74618;
1.231369;20.26551;
1.251369;20.98884;
1.271369;21.60805;
1.291369;22.17162;
1.311369;22.8586;
1.331369;23.48149;
1.351369;24.03393;
1.371369;24.61308;
1.391369;24.97792;
1.411369;25.21587;
1.431369;25.69777;
1.451369;26.01471;
1.471369;26.14746;
1.491369;26.53958;
1.511369;27.05927;
1.531369;27.33692;
1.551369;27.61758;
1.571369;28.04911;
1.591369;28.49939;
1.611369;28.75214;
1.631369;29.53743;
1.651369;29.80408;
1.671369;30.058;
1.691369;30.83194;
1.711369;32.02182;
1.731369;32.49377;
1.751369;32.12021;
1.771369;31.97708;
1.791369;32.27242;
1.811369;32.7002;
1.831369;33.23399;
1.851369;33.33193;
1.871369;33.63383;
1.891369;33.90127;
1.911369;33.61715;
1.931369;33.63538;
1.951369;33.90781;
1.971369;33.51422;
1.991369;32.51657;
2.011369;30.96457;
2.031369;29.97925;
2.051369;28.88747;
2.071369;27.89637;
2.091369;26.95139;
2.111369;27.16402;
2.131369;27.54969;
2.151369;27.64525;
2.171369;27.81418;
2.191369;27.8479;
2.211369;28.00471;
2.231369;27.75255;
2.251369;27.67006;
2.271369;27.86606;
2.291369;28.73008;
2.311369;28.61666;
2.331369;28.84386;
2.351369;29.2423;
2.371369;29.37412;
2.391369;29.52744;
2.411369;29.85074;
2.431369;30.51923;
2.451369;31.26283;
2.471369;31.3967;
2.491369;31.53621;
2.511369;31.56801;
2.531369;32.05479;
2.551369;32.4788;
2.571369;32.76146;
2.591369;33.00859;
2.611369;33.00859;
2.631369;33.19347;
2.651369;32.76145;
2.671369;32.72285;
2.691369;32.69511;
2.711369;32.25079;
2.731369;32.54078;
2.751369;32.80599;
2.771369;33.21157;
2.791369;33.52295;
2.811369;33.87714;
2.831369;34.06619;
2.851369;34.17923;
2.871369;34.39452;
2.891369;34.7133;
2.911369;34.51293;
2.931369;34.53793;
2.951369;34.05615;
2.971369;33.10473;
2.991369;32.46387;
3.011369;31.73262;
3.031369;31.13242;
3.051369;30.55168;
3.071369;29.45761;
3.091369;28.97524;
3.111369;28.57953;
3.131369;28.41315;
3.151369;27.33568;
3.171369;27.16914;
3.191369;27.05228;
3.211369;26.69204;
3.231369;26.80533;
3.251369;26.57957;
3.271369;26.39693;
3.291369;26.32327;
3.311369;26.06004;
3.331369;25.86448;
3.351369;25.50529;
3.371369;25.40323;
3.391369;25.33119;
3.411369;25.26159;
3.431369;25.14683;
3.451369;25.01304;
3.471369;25.04352;
3.491369;25.30836;
3.511369;25.36437;
3.531369;25.11817;
3.551369;24.79933;
3.571369;24.41655;
3.591369;24.03315;
3.611369;23.75876;
3.631369;23.55976;
3.651369;23.24044;
3.671369;23.15247;
