Time in ms;Pos hand in x;
-0.001205761;0;
0.01879424;55.41621;
0.03879424;55.13082;
0.05879424;55.04029;
0.07879424;54.93049;
0.09879424;54.61536;
0.1187942;54.46626;
0.1387942;54.21783;
0.1587942;54.00095;
0.1787942;53.87095;
0.1987942;53.54338;
0.2187942;52.7358;
0.2387942;52.59226;
0.2587942;52.26114;
0.2787942;51.90659;
0.2987942;50.40852;
0.3187942;49.50038;
0.3387942;47.84782;
0.3587942;46.56968;
0.3787942;45.06199;
0.3987942;44.30169;
0.4187942;42.37532;
0.4387942;39.99897;
0.4587942;38.7177;
0.4787942;38.75986;
0.4987942;38.90988;
0.5187942;38.14001;
0.5387942;38.89964;
0.5587942;38.74201;
0.5787942;39.70982;
0.5987942;39.96998;
0.6187942;41.74493;
0.6387942;42.73698;
0.6587942;43.96791;
0.6787942;44.5769;
0.6987942;44.46782;
0.7187942;45.37276;
0.7387942;45.35366;
0.7587942;45.53696;
0.7787942;45.53701;
0.7987942;45.5872;
0.8187943;46.0919;
0.8387942;46.03243;
0.8587942;45.1808;
0.8787942;43.42147;
0.8987942;42.05599;
0.9187942;41.55495;
0.9387942;41.78368;
0.9587942;42.09035;
0.9787942;42.37207;
0.9987942;43.4217;
1.018794;43.17671;
1.038794;43.07743;
1.058794;42.43932;
1.078794;42.38195;
1.098794;42.69359;
1.118794;42.99169;
1.138794;43.52975;
1.158794;43.39073;
1.178794;43.39412;
1.198794;43.00598;
1.218794;42.62594;
1.238794;43.78002;
1.258794;43.39467;
1.278794;44.80989;
1.298794;45.43038;
1.318794;45.77827;
1.338794;45.53393;
1.358794;45.29532;
1.378794;45.96849;
1.398794;45.65619;
1.418794;46.17288;
1.438794;45.86789;
1.458794;45.24166;
1.478794;44.5648;
1.498794;44.31473;
1.518794;44.50065;
1.538794;45.02045;
1.558794;43.89989;
1.578794;43.28483;
1.598794;43.61604;
1.618794;44.68588;
1.638794;45.04544;
1.658794;44.96745;
1.678794;44.13299;
1.698794;44.19455;
1.718794;44.03093;
1.738794;44.12685;
1.758794;44.76859;
1.778794;44.04375;
1.798794;43.54668;
1.818794;43.82617;
1.838794;44.28573;
1.858794;44.18346;
1.878794;43.11124;
1.898794;43.44023;
1.918794;43.02395;
1.938794;42.90064;
1.958794;44.37881;
1.978794;43.88622;
1.998794;43.64786;
2.018794;43.51248;
2.038794;45.02453;
2.058794;0;
2.078794;0;
2.098794;0;
2.118794;0;
2.138794;0;
2.158794;0;
2.178794;0;
2.198794;0;
2.218794;0;
2.238794;0;
2.258794;0;
2.278794;0;
2.298794;0;
2.318794;0;
2.338794;0;
2.358794;0;
2.378794;0;
2.398794;0;
2.418794;0;
2.438794;0;
2.458794;0;
2.478794;0;
2.498794;0;
2.518794;0;
2.538794;0;
2.558794;0;
2.578794;0;
2.598794;0;
2.618794;0;
2.638794;16.08391;
2.658794;16.71111;
2.678794;15.94447;
2.698794;15.69635;
2.718794;16.79921;
2.738794;15.8761;
2.758794;15.7232;
2.778794;17.42305;
2.798794;17.78605;
2.818794;17.5362;
2.838794;16.46155;
2.858794;16.14179;
2.878794;15.42519;
2.898794;14.62844;
2.918794;12.52395;
2.938794;5.069166;
2.958794;2.697271;
2.978794;0.3226193;
2.998794;-2.226529;
3.018794;-3.879532;
3.038794;-7.304961;
3.058794;-8.461614;
3.078794;5.961849;
3.098794;9.671999;
3.118794;13.15396;
3.138794;15.14435;
3.158794;17.17112;
3.178794;18.74512;
3.198794;21.30287;
3.218794;23.93453;
3.238794;24.4564;
3.258794;24.71191;
3.278794;24.80254;
3.298794;25.42591;
3.318794;26.37012;
3.338794;28.43915;
3.358794;29.38523;
3.378794;30.48754;
3.398794;30.99096;
3.418794;34.02958;
3.438794;33.605;
3.458794;35.30746;
3.478794;38.48852;
3.498794;35.58673;
3.518794;38.78913;
3.538794;41.8397;
3.558794;43.34868;
3.578794;45.83121;
3.598794;50.83196;
3.618794;50.48745;
3.638794;48.85043;
3.658794;45.25473;
3.678794;42.15437;
3.698794;38.3783;
3.718794;38.82076;
3.738794;38.96769;
3.758794;39.45429;
3.778794;39.29035;
3.798794;39.45458;
3.818794;39.47606;
3.838794;38.73441;
3.858794;38.25156;
3.878794;36.40399;
3.898794;35.26804;
3.918794;34.68155;
3.938794;34.94106;
3.958794;35.01024;
3.978794;35.08464;
3.998794;35.27457;
4.018794;36.35777;
4.038794;36.96243;
4.058794;37.94521;
4.078794;39.02076;
4.098794;40.00332;
4.118794;40.43586;
4.138794;41.07798;
4.158794;42.52079;
4.178794;43.74759;
4.198794;44.06392;
4.218794;44.19184;
4.238794;45.4715;
4.258794;46.31623;
4.278794;47.74161;
4.298794;48.49471;
4.318794;50.88525;
4.338794;51.89922;
4.358794;53.42139;
4.378794;55.17923;
4.398794;55.17923;
4.418794;55.17923;
4.438794;79.80388;
4.458794;79.80388;
4.478794;79.80388;
4.498794;79.80388;
4.518794;138.1955;
4.538794;138.1955;
4.558794;138.1955;
4.578794;0;
4.598794;0;
4.618794;0;
4.638794;0;
4.658794;0;
4.678794;164.3394;
4.698794;161.2603;
4.718794;157.9893;
4.738794;154.5433;
4.758794;124.1282;
4.778794;117.9066;
4.798794;111.0281;
4.818794;103.4878;
4.838794;95.10434;
4.858794;76.6888;
4.878794;66.29961;
4.898794;60.60567;
4.918794;56.58635;
4.938794;53.64294;
4.958794;52.96887;
4.978794;53.35122;
4.998794;53.96591;
5.018794;53.39756;
5.038794;52.27788;
5.058794;51.70181;
5.078794;51.94315;
5.098794;53.15015;
5.118794;52.76727;
5.138794;52.84802;
5.158794;55.38964;
5.178794;56.50757;
5.198794;58.90092;
5.218794;60.18193;
5.238794;64.16853;
5.258794;67.30581;
5.278794;72.19569;
5.298794;77.15894;
5.318794;82.12412;
5.338794;98.36248;
5.358794;110.2128;
5.378794;124.5391;
5.398794;133.8441;
5.418794;151.7847;
5.438794;184.083;
5.458794;202.966;
5.478794;218.9639;
5.498794;230.9052;
5.518794;0;
5.538794;0;
5.558794;0;
5.578794;0;
5.598794;0;
5.618794;0;
5.638794;0;
5.658794;0;
5.678794;0;
5.698794;0;
5.718794;0;
5.738794;0;
5.758794;0;
5.778794;0;
5.798794;0;
5.818794;0;
5.838794;0;
5.858794;0;
5.878794;0;
5.898794;0;
5.918794;0;
5.938794;0;
5.958794;0;
5.978794;0;
5.998794;0;
6.018794;0;
6.038794;0;
6.058794;0;
6.078794;0;
6.098794;0;
6.118794;0;
6.138794;0;
6.158794;0;
6.178794;0;
6.198794;0;
6.218794;0;
6.238794;0;
6.258794;0;
6.278794;0;
6.298794;0;
6.318794;0;
6.338794;0;
6.358794;0;
6.378794;0;
6.398794;0;
6.418794;0;
6.438794;0;
6.458794;0;
6.478794;0;
6.498794;0;
6.518794;0;
6.538794;0;
6.558794;0;
6.578794;0;
6.598794;0;
6.618794;0;
6.638794;0;
6.658794;0;
6.678794;0;
6.698794;0;
6.718794;0;
6.738794;0;
6.758794;0;
6.778794;0;
6.798794;0;
6.818794;0;
6.838794;0;
