Time in ms;Pos hand in x;
0.56;188.2509;
0.58;188.1643;
0.6;149.8303;
0.62;130.3045;
0.64;111.5964;
0.66;92.05635;
0.68;47.58135;
0.7;30.88454;
0.72;14.56683;
0.74;-1.566577;
0.76;-31.44116;
0.78;-45.77412;
0.8;-58.73216;
0.82;-70.67899;
0.84;-70.67899;
0.86;-92.74598;
0.88;-102.5714;
0.9;-110.9608;
0.92;-117.5291;
0.94;-125.2197;
0.96;-137.336;
0.98;-143.556;
1;-148.4002;
1.02;-154.7143;
1.04;-158.4387;
1.06;-165.1958;
1.08;-168.7279;
1.1;-173.0837;
1.12;-175.1094;
1.14;-176.0719;
1.16;-176.9323;
1.18;-177.0922;
1.2;-177.0922;
1.22;-177.3181;
1.24;-177.3181;
1.26;-169.2838;
1.28;-166.5779;
1.3;-160.36;
1.32;-155.5551;
1.34;-140.1214;
1.36;-130.7048;
1.38;-120.0668;
1.4;-108.675;
1.42;-98.16637;
1.44;-73.57983;
1.46;-60.90406;
1.48;-49.38065;
1.5;-36.73823;
1.52;-36.73823;
1.54;-14.30899;
1.56;0.02313489;
1.58;12.5555;
1.6;24.98201;
1.62;36.51675;
1.64;57.88516;
1.66;67.37512;
1.68;76.39738;
1.7;85.04915;
1.72;93.23051;
1.74;107.9767;
1.76;114.567;
1.78;120.7835;
1.8;126.3984;
1.82;136.7741;
1.84;141.1934;
1.86;145.1829;
1.88;145.1829;
1.9;148.5217;
1.92;153.6752;
1.94;155.9001;
1.96;158.1703;
1.98;159.4296;
2;160.0952;
2.02;161.8197;
2.04;162.2685;
2.06;162.3555;
2.08;162.3759;
2.1;162.1912;
2.12;161.407;
2.14;160.6171;
2.16;159.7757;
2.18;158.827;
2.2;158.0059;
2.22;157.0471;
2.24;155.6426;
2.26;154.6409;
2.28;153.3884;
2.3;152.4112;
2.32;149.7109;
2.34;148.0936;
2.36;146.3507;
2.38;144.1512;
2.4;137.2532;
2.42;132.3212;
2.44;126.4854;
2.46;119.5511;
2.48;111.5132;
2.5;91.64959;
2.52;80.04321;
2.54;69.23194;
2.56;56.81412;
2.58;56.81412;
2.6;28.53188;
2.62;14.53469;
2.64;0.1763119;
2.66;-13.00546;
2.68;-25.19632;
2.7;-48.45515;
2.72;-58.59163;
2.74;-67.69527;
2.76;-76.51245;
2.78;-84.03477;
2.8;-98.00246;
2.82;-104.2781;
2.84;-109.706;
2.86;-115.3729;
2.88;-120.6074;
2.9;-130.8201;
2.92;-134.95;
2.94;-134.95;
2.96;-139.6556;
2.98;-145.9485;
3;-148.8597;
3.02;-151.4798;
3.04;-154.3471;
3.06;-156.0249;
3.08;-158.9573;
3.1;-160.6064;
3.12;-161.3587;
3.14;-161.8071;
3.16;-162.1107;
3.18;-162.5454;
3.2;-162.9258;
3.22;-162.8115;
3.24;-162.2542;
3.26;-161.1163;
3.28;-156.8396;
3.3;-153.9474;
3.32;-153.9474;
3.34;-151.3933;
3.36;-148.067;
3.38;-139.014;
3.4;-134.1837;
3.42;-128.7046;
3.44;-128.7046;
3.46;-109.4026;
3.48;-102.4617;
