Time in ms;Pos hand in x;Pos hand in z;
0;6.282334;-7.304315;
0.02;0.03364392;-9.341427;
0.04;-5.270338;-42.52669;
0.06;-5.270338;-42.52669;
0.08;-5.270338;-42.52669;
0.09999999;-5.270338;-42.52669;
0.12;-5.270338;-42.52669;
0.14;-4.938458;-42.923;
0.16;-4.938458;-42.923;
0.18;-4.938458;-42.923;
0.2;-4.938458;-42.923;
0.22;-4.938458;-42.923;
0.24;-4.938458;-42.923;
0.26;-4.938458;-42.923;
0.28;-4.938458;-42.923;
0.3;-4.938458;-42.923;
0.32;-4.938458;-42.923;
0.34;-4.938458;-42.923;
0.36;-3.940709;-44.26604;
0.38;-3.940709;-44.26604;
0.4;-3.123745;-45.17253;
0.42;-2.268512;-45.95078;
0.44;-1.802911;-46.54274;
0.46;-0.2431013;-48.90802;
0.48;0.02973519;-49.40759;
0.5;0.7580344;-50.56446;
0.52;1.383167;-51.8693;
0.54;2.262571;-53.55181;
0.56;2.715742;-54.53469;
0.58;3.09492;-55.66845;
0.6;3.26339;-56.152;
0.62;3.669339;-57.56622;
0.64;4.168727;-60.96742;
0.66;4.270704;-61.9078;
0.68;4.409323;-63.99667;
0.7;4.403137;-66.15678;
0.72;4.426486;-67.04491;
0.74;3.921194;-71.2812;
0.76;3.702684;-72.45852;
0.78;3.491299;-75.02249;
0.8;2.881078;-78.39777;
0.82;2.621942;-80.25113;
0.84;2.471261;-86.39863;
0.86;2.322506;-88.01173;
0.88;2.175541;-91.23419;
0.9;1.853075;-94.39704;
0.92;1.900475;-95.79407;
0.94;1.676715;-100.5326;
0.96;1.609153;-102.6445;
0.98;1.498423;-103.5555;
1;1.44341;-104.9768;
1.02;1.546945;-105.7285;
1.04;1.622968;-106.6397;
1.06;1.751091;-107.0397;
1.08;1.924389;-107.3482;
1.1;2.066549;-107.5228;
1.12;2.773498;-108.0485;
1.14;3.04886;-108.2018;
1.16;3.576514;-108.5175;
1.18;4.291731;-108.8611;
1.2;4.8256;-109.0502;
1.22;7.935683;-109.3274;
1.24;10.35986;-109.1294;
1.26;11.69481;-108.8192;
1.28;14.6039;-108.4417;
1.3;18.02983;-108.0481;
1.32;23.98932;-107.0108;
1.34;28.61066;-105.8658;
1.36;33.67081;-104.6359;
1.38;36.30397;-103.8344;
1.4;41.64654;-101.8829;
1.42;50.05685;-98.42269;
1.44;55.4034;-96.08852;
1.46;60.52953;-93.54167;
1.48;62.98515;-92.13235;
1.5;67.39339;-89.68726;
1.52;74.30775;-84.96766;
1.54;75.59551;-84.0804;
1.56;77.20831;-82.80344;
1.58;78.22668;-81.88214;
1.6;78.46376;-81.54983;
1.62;78.37435;-79.98975;
1.64;77.06497;-79.26279;
1.66;75.99213;-78.8654;
1.68;72.71021;-78.40809;
1.7;66.53665;-78.32468;
1.72;61.48192;-78.79442;
1.74;55.90696;-79.4553;
1.76;52.96849;-79.84579;
1.78;46.63752;-80.97575;
1.8;33.96195;-83.85995;
1.82;30.71993;-84.91317;
1.84;24.30451;-86.41339;
1.86;18.11594;-88.43382;
1.88;14.98701;-89.64877;
1.9;3.906273;-93.68073;
1.92;-1.092869;-95.45907;
1.94;-3.470308;-96.53685;
1.96;-7.624902;-97.96906;
1.98;-11.57014;-98.94322;
2;-16.89018;-100.3567;
2.02;-19.87797;-100.745;
2.04;-21.32796;-101.0713;
2.06;-23.86064;-101.5149;
2.08;-26.12506;-101.4522;
2.1;-29.52079;-101.7061;
2.12;-30.96331;-101.6069;
2.14;-32.40945;-101.363;
2.16;-33.21148;-101.1035;
2.18;-34.3723;-100.828;
2.2;-35.61262;-100.341;
2.22;-35.76213;-100.2224;
2.24;-35.87419;-100.1081;
2.26;-35.91835;-100.1671;
2.28;-35.65097;-100.4311;
2.3;-35.03176;-100.7291;
2.32;-34.23809;-100.9745;
2.34;-33.83221;-101.0264;
2.36;-32.8357;-101.1691;
2.38;-30.48619;-101.2475;
2.4;-28.61314;-101.4609;
2.42;-26.31611;-101.4121;
2.44;-24.94141;-101.4983;
2.46;-21.9417;-101.7299;
2.48;-16.44939;-102.4266;
2.5;-11.95787;-102.2255;
2.52;-6.838773;-101.9993;
2.54;-0.9334065;-101.5453;
2.56;2.188857;-101.3149;
2.58;16.28788;-99.52704;
2.6;19.9704;-98.74004;
2.62;27.51048;-97.10172;
2.64;35.10469;-95.47546;
2.66;42.77319;-93.4511;
2.68;54.17938;-89.99313;
2.7;61.63707;-87.69736;
2.72;65.31482;-86.50195;
2.74;72.76311;-83.74645;
2.76;79.8455;-81.01419;
2.78;90.04735;-77.28093;
2.8;96.53063;-74.54904;
2.82;102.6667;-71.81544;
2.84;105.5233;-70.70551;
2.86;115.9451;-66.56493;
2.88;118.3112;-65.66808;
2.9;122.6692;-63.85349;
2.92;126.6569;-61.94908;
2.94;128.3247;-61.05964;
2.96;133.5827;-58.77951;
2.98;135.031;-57.90634;
3;135.3688;-57.49606;
3.02;135.5619;-56.98314;
3.04;135.1269;-56.31523;
3.06;132.0434;-55.68257;
3.08;128.1446;-55.50501;
3.1;123.007;-55.10785;
3.12;120.0769;-54.92387;
3.14;113.2773;-54.66504;
3.16;101.3691;-54.24872;
3.18;92.77314;-53.97397;
3.2;83.62195;-53.63151;
3.22;78.91854;-53.45214;
3.24;68.85658;-53.3869;
3.26;46.99668;-53.53401;
3.28;41.39708;-53.5162;
3.3;29.86198;-53.57497;
3.32;17.99034;-53.06758;
3.34;-0.1019759;-52.30851;
3.36;-11.96863;-51.28318;
3.38;-17.88863;-50.41117;
3.4;-29.67712;-48.52111;
3.42;-41.05424;-46.12233;
3.44;-57.34996;-41.10648;
3.46;-67.87351;-37.6783;
3.48;-77.41719;-33.91631;
3.5;-81.82089;-32.00427;
3.52;-89.89241;-28.21389;
3.54;-101.5904;-19.05228;
3.56;-103.1555;-16.98345;
3.58;-104.5517;-12.36881;
3.6;-104.1544;-8.204952;
3.62;-103.4762;-6.282537;
3.64;-95.18351;0.759784;
3.66;-88.12418;5.29152;
3.68;-83.7391;7.613237;
3.7;-73.82851;12.61796;
3.72;-62.73908;17.42204;
3.74;-45.59702;25.66603;
3.76;-33.6904;30.45848;
3.78;-27.82825;33.30129;
3.8;-16.38772;38.44196;
3.82;-5.685608;43.35666;
3.84;8.423301;52.55467;
3.86;16.90335;59.05439;
3.88;24.66136;64.97534;
3.9;28.1918;68.02497;
3.92;39.55026;78.70193;
3.94;41.52977;80.93434;
3.96;44.40979;85.80401;
3.98;47.33897;90.46879;
4;48.90308;94.04068;
4.02;49.26125;98.39959;
4.04;49.20701;101.0352;
4.06;49.05874;101.8488;
4.08;48.63585;103.8447;
4.1;48.41203;104.7375;
4.12;48.38932;105.268;
4.14;48.86149;105.4023;
4.16;49.92061;105.5663;
4.18;50.337;105.3911;
4.2;51.18208;105.0386;
4.22;53.2421;103.7069;
4.24;54.17968;103.2724;
4.26;55.42344;103.0441;
4.28;56.44022;103.1711;
4.3;57.62076;103.0589;
4.32;59.06487;103.2275;
4.34;59.74952;103.5664;
4.36;60.07344;103.6339;
4.38;60.81275;103.8903;
4.4;60.94014;103.8542;
4.42;61.56883;103.8378;
4.44;61.95076;103.8671;
4.46;62.10834;103.8727;
4.48;62.20921;103.817;
4.5;62.22625;103.774;
4.52;62.02729;103.4706;
4.54;61.51365;102.5125;
4.56;60.76498;101.4235;
4.58;60.14268;100.7881;
4.6;57.15618;99.4047;
4.62;55.34315;98.16587;
4.64;52.48854;95.11234;
4.66;49.96796;91.3017;
