Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0.02;0;0;
0.04;20.78192;0.3907579;
0.06;20.78192;0.3907579;
0.08;20.78192;0.3907579;
0.09999999;20.78192;0.3907579;
0.12;20.78192;0.3907579;
0.14;20.78192;0.3907579;
0.16;20.78192;0.3907579;
0.18;20.12103;0.7272132;
0.2;20.12103;0.7272132;
0.22;18.75878;1.293559;
0.24;18.75878;1.293559;
0.26;16.00533;2.243641;
0.28;15.32234;2.373819;
0.3;14.00877;2.659654;
0.32;12.98041;3.053248;
0.34;12.02189;3.315896;
0.36;10.52439;3.478144;
0.38;9.613011;3.344692;
0.4;8.380603;3.367213;
0.42;7.36003;3.285564;
0.44;6.87607;3.235122;
0.46;5.817438;3.243672;
0.48;5.510227;3.279806;
0.5;5.366309;3.29368;
0.52;5.123628;3.275327;
0.54;4.84483;3.299906;
0.56;4.574847;3.42467;
0.58;4.562302;3.442795;
0.6;4.568788;3.551254;
0.62;4.703521;3.71946;
0.64;4.959473;3.899217;
0.66;5.579112;4.250039;
0.68;6.027486;4.434227;
0.7;6.488502;4.591308;
0.72;6.743895;4.675757;
0.74;7.800679;4.957654;
0.76;8.407415;5.005308;
0.78;8.761095;4.974816;
0.8;9.381948;4.948214;
0.82;9.972615;4.856226;
0.84;11.25073;4.465867;
0.86;11.63678;4.239546;
0.88;12.17675;4.035679;
0.9;12.6712;3.869815;
0.92;13.24714;3.625944;
0.94;14.06232;3.192233;
0.96;14.80082;2.647217;
0.98;15.73922;1.989301;
1;17.18785;1.26984;
1.02;18.09127;0.8689393;
1.04;23.10154;-1.521384;
1.06;24.69727;-2.28946;
1.08;29.27616;-3.900816;
1.1;34.64554;-4.785342;
1.12;40.46709;-5.951493;
1.14;49.94891;-6.519207;
1.16;55.69042;-7.35597;
1.18;62.23698;-7.855231;
1.2;69.89719;-7.695377;
1.22;73.35196;-7.584453;
1.24;86.85896;-6.806425;
1.26;93.26353;-6.46165;
