Time in ms;Pos hand in x;
0;0;
0.02;0;
0.04;0;
0.06;0;
0.08;0;
0.09999999;0;
0.12;0;
0.14;0;
0.16;0;
0.18;0;
0.2;0;
0.22;0;
0.24;0;
0.26;0;
0.28;0;
0.3;0;
0.32;0;
0.34;0;
0.36;0;
0.38;0;
0.4;0;
0.42;0;
0.44;0;
0.46;0;
0.48;0;
0.5;0;
0.52;0;
0.54;0;
0.56;0;
0.58;0;
0.6;0;
0.62;0;
0.64;0;
0.66;0;
0.68;0;
0.7;0;
0.72;0;
0.74;0;
0.76;0;
0.78;0;
0.8;0;
0.82;0;
0.84;0;
0.86;0;
0.88;0;
0.9;151.1086;
0.92;151.126;
0.94;152.1172;
0.96;150.3279;
0.98;141.8821;
1;136.4329;
1.02;130.5981;
1.04;111.7957;
1.06;100.8165;
1.08;82.06503;
1.1;72.38866;
1.12;67.1777;
1.14;62.18959;
1.16;58.43379;
1.18;53.17856;
1.2;51.62533;
1.22;49.54508;
1.24;49.33271;
1.26;48.39786;
1.28;50.48883;
1.3;52.40148;
1.32;52.88606;
1.34;55.42241;
1.36;56.14295;
1.38;59.1314;
1.4;59.93378;
1.42;60.73087;
1.44;61.9388;
1.46;63.60403;
1.48;64.19917;
1.5;64.94727;
1.52;65.23817;
1.54;65.54405;
1.56;66.31008;
1.58;66.41264;
1.6;66.7952;
1.62;67.10683;
1.64;67.48388;
1.66;68.14704;
1.68;68.39622;
1.7;68.5275;
1.72;68.61457;
1.74;68.60732;
1.76;68.24347;
1.78;67.89032;
1.8;67.77959;
1.82;67.42794;
1.84;67.04997;
1.86;66.89764;
1.88;66.78394;
1.9;66.74579;
1.92;66.73407;
1.94;66.64951;
1.96;66.71632;
1.98;66.74186;
2;66.74015;
2.02;66.7902;
2.04;66.76141;
2.06;66.87897;
2.08;66.96838;
2.1;67.13845;
2.12;67.42937;
2.14;68.1923;
2.16;68.53609;
2.18;68.65078;
2.2;68.8185;
2.22;69.04411;
2.24;69.40209;
2.26;68.81473;
2.28;68.54731;
2.3;68.67237;
2.32;68.71381;
2.34;68.55156;
2.36;69.02772;
2.38;69.41355;
2.4;69.68085;
2.42;69.95751;
2.44;70.54276;
2.46;70.32798;
2.48;70.60875;
2.5;71.10624;
2.52;71.97985;
2.54;72.22871;
2.56;72.30286;
2.58;72.38036;
2.6;72.40919;
2.62;72.21386;
2.64;72.2527;
2.66;72.0339;
2.68;71.98682;
2.7;71.82365;
2.72;71.11161;
2.74;70.17625;
2.76;69.45145;
2.78;68.72062;
2.8;68.42522;
2.82;67.47147;
2.84;66.81583;
2.86;66.06112;
2.88;65.44765;
2.9;64.81667;
2.92;63.73362;
2.94;63.05892;
2.96;62.54028;
2.98;62.10674;
3;61.85424;
3.02;61.38334;
3.04;61.19066;
3.06;61.05762;
3.08;60.86257;
3.1;60.79528;
3.12;60.82607;
3.14;60.84319;
3.16;60.86728;
3.18;60.92472;
3.2;61.16408;
3.22;61.47055;
3.24;61.89224;
3.26;62.27574;
3.28;62.98012;
3.3;63.97052;
3.32;64.44312;
3.34;64.84281;
3.36;65.1399;
3.38;65.19457;
3.4;65.04776;
3.42;64.89311;
3.44;64.83411;
3.46;64.68703;
3.48;64.55953;
3.5;64.17212;
3.52;64.03877;
3.54;64.01053;
3.56;63.96558;
3.58;63.91291;
3.6;64.29048;
3.62;64.39384;
3.64;64.63575;
3.66;64.98619;
3.68;65.43437;
3.7;65.76556;
3.72;65.87738;
3.74;66.02836;
3.76;66.14828;
3.78;66.35923;
3.8;66.39111;
3.82;66.37654;
3.84;66.37716;
3.86;66.35176;
3.88;66.37521;
3.9;66.43233;
3.92;66.5218;
3.94;66.54192;
3.96;66.53954;
3.98;66.44902;
4;66.47739;
4.02;66.4558;
4.04;66.39285;
4.06;66.33721;
4.08;66.24757;
4.1;66.24087;
4.12;66.24137;
4.14;66.22916;
4.16;66.21391;
4.18;66.17268;
4.2;66.115;
4.22;66.01769;
4.24;65.89964;
4.26;65.68578;
4.28;65.55251;
4.3;65.43284;
4.32;65.39014;
