Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0.02;0;0;
0.04;0;0;
0.06;0;0;
0.08;0;0;
0.09999999;0;0;
0.12;0;0;
0.14;0;0;
0.16;0;0;
0.18;0;0;
0.2;0;0;
0.22;0;0;
0.24;0;0;
0.26;0;0;
0.28;0;0;
0.3;0;0;
0.32;0;0;
0.34;0;0;
0.36;0;0;
0.38;0;0;
0.4;125.6327;8.688369;
0.42;125.6247;8.686331;
0.44;125.6247;8.686331;
0.46;109.8531;5.528673;
0.48;86.3981;2.123511;
0.5;76.96251;-0.1806631;
0.52;67.9196;-4.000158;
0.54;59.93619;-8.433102;
0.56;52.61001;-13.15359;
0.58;40.29414;-24.48459;
0.6;40.29414;-24.48459;
0.62;35.03504;-30.30494;
0.64;30.14171;-36.99756;
0.66;25.5513;-43.31704;
0.68;18.2482;-56.27106;
0.7;15.19908;-62.39343;
0.72;12.28803;-67.90294;
0.74;9.773739;-73.0672;
0.76;7.63794;-77.64593;
0.78;3.258529;-85.72272;
0.8;1.388606;-89.39123;
0.82;1.388606;-89.39123;
0.84;-0.3667064;-92.9107;
0.86;-1.806808;-95.60911;
0.88;-4.918297;-102.9609;
0.9;-5.898974;-106.4494;
0.92;-6.919938;-110.4051;
0.94;-7.253783;-113.5119;
0.96;-6.451291;-119.1171;
0.98;-5.769248;-122.6277;
1;-5.175868;-126.0551;
1.02;-5.175868;-126.0551;
1.04;-4.349826;-129.3263;
1.06;-4.349826;-129.3263;
1.08;-3.791786;-133.0649;
1.1;-4.001754;-133.3973;
1.12;-4.847056;-133.6716;
1.14;-6.711446;-133.7614;
1.16;-12.95772;-133.1634;
1.18;-17.24406;-132.2209;
1.2;-22.05034;-130.927;
1.22;-22.05034;-130.927;
1.24;-27.01372;-129.586;
1.26;-37.51937;-126.2181;
1.28;-42.72551;-123.9546;
1.3;-47.73045;-122.2382;
1.32;-52.56733;-121.2015;
1.34;-57.37618;-120.4206;
