Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0.02;0;0;
0.04;0;0;
0.06;0;0;
0.08;0;0;
0.09999999;0;0;
0.12;0;0;
0.14;0;0;
0.16;0;0;
0.18;0;0;
0.2;0;0;
0.22;0;0;
0.24;0;0;
0.26;0;0;
0.28;0;0;
0.3;0;0;
0.32;0;0;
0.34;0;0;
0.36;0;0;
0.38;0;0;
0.4;0;0;
0.42;0;0;
0.44;0;0;
0.46;0;0;
0.48;0;0;
0.5;0;0;
0.52;0;0;
0.54;0;0;
0.56;0;0;
0.58;0;0;
0.6;0;0;
0.62;0;0;
0.64;0;0;
0.66;0;0;
0.68;0;0;
0.7;0;0;
0.72;0;0;
0.74;0;0;
0.76;0;0;
0.78;0;0;
0.8;0;0;
0.82;0;0;
0.84;0;0;
0.86;0;0;
0.88;0;0;
0.9;13.45142;-37.5996;
0.92;4.095114;-42.231;
0.94;-2.704785;-46.24975;
0.96;-8.911467;-50.53358;
0.98;-14.74024;-54.43834;
1;-19.56054;-57.96266;
1.02;-23.77246;-61.21998;
1.04;-27.95936;-63.67801;
1.06;-32.04594;-65.61755;
1.08;-36.17849;-66.46546;
1.1;-44.77733;-66.85071;
1.12;-49.08955;-66.60464;
1.14;-52.94271;-65.58672;
1.16;-56.81112;-64.58508;
1.18;-61.15488;-63.75821;
1.2;-64.4579;-62.88576;
1.22;-67.74478;-63.06145;
1.24;-70.1206;-63.77172;
1.26;-71.81862;-65.22691;
1.28;-72.85484;-67.34801;
1.3;-71.64238;-74.96629;
1.32;-69.7431;-81.18047;
1.34;-67.21825;-88.42229;
1.36;-63.24154;-95.6507;
1.38;-63.24154;-95.6507;
1.4;-63.24154;-95.6507;
1.42;-46.07975;-121.6224;
1.44;-41.61137;-126.9026;
1.46;-36.42511;-132.1296;
1.48;-27.44741;-139.7816;
1.5;-24.16136;-142.2652;
1.52;-22.15809;-143.4487;
1.54;-21.18293;-143.9286;
1.56;-20.62722;-144.1435;
