Time in ms;Pos hand in x;Pos hand in z;
0;0;0;
0.02;0;0;
0.04;19.45366;9.127691;
0.06;19.31439;9.262798;
0.08;19.31439;9.262798;
0.09999999;19.31439;9.262798;
0.12;19.31439;9.262798;
0.14;19.31439;9.262798;
0.16;19.31439;9.262798;
0.18;19.31439;9.262798;
0.2;19.31439;9.262798;
0.22;18.89605;9.587833;
0.24;18.89605;9.587833;
0.26;18.33855;9.797028;
0.28;17.82167;9.993051;
0.3;17.22729;10.14161;
0.32;16.96386;10.15647;
0.34;16.30639;10.14847;
0.36;15.44905;10.25467;
0.38;15.30653;10.30476;
0.4;14.98768;10.44898;
0.42;14.64048;10.59213;
0.44;14.2659;11.90667;
0.46;14.24754;12.30522;
0.48;14.30171;12.4873;
0.5;14.35551;12.57256;
0.52;14.46923;12.68523;
0.54;14.61147;12.84735;
0.56;14.66698;12.87473;
0.58;14.74024;12.9093;
0.6;14.83712;12.94466;
0.62;14.94013;13.00803;
0.64;15.10639;13.20519;
0.66;15.2988;13.45206;
0.68;15.43427;13.66622;
0.7;15.54693;13.8518;
0.72;15.61404;14.02151;
0.74;15.74205;14.57677;
0.76;15.70327;15.70727;
0.78;15.36918;16.83675;
0.8;15.11132;17.39416;
0.82;14.43016;18.75751;
0.84;12.20132;23.79692;
0.86;11.43138;25.28307;
0.88;9.701323;27.50401;
0.9;7.748939;30.31596;
0.92;5.304615;32.94451;
0.94;0.3781199;37.63401;
0.96;-4.146623;40.02968;
0.98;-8.935143;42.77122;
1;-11.63456;44.13396;
1.02;-22.13724;48.80783;
1.04;-27.79008;50.43665;
1.06;-32.37819;51.60552;
1.08;-34.80938;52.0685;
1.1;-39.13517;52.42762;
1.12;-47.44135;52.00757;
1.14;-49.30038;51.19461;
1.16;-51.65764;50.27491;
1.18;-54.38093;49.1883;
1.2;-56.76143;48.14624;
1.22;-60.68911;44.79885;
1.24;-62.06462;43.70694;
1.26;-64.2822;42.02113;
1.28;-66.48663;39.80758;
