Time in ms;Pos hand in x;
-0.0002325806;0;
0.01976742;0;
0.03976742;0;
0.05976742;0;
0.07976742;0;
0.09976742;0;
0.1197674;0;
0.1397674;0;
0.1597674;0;
0.1797674;0;
0.1997674;0;
0.2197674;0;
0.2397674;110.9248;
0.2597674;110.9214;
0.2797674;103.8654;
0.2997674;96.68987;
0.3197674;78.76096;
0.3397674;71.41817;
0.3597674;40.6137;
0.3797674;35.7639;
0.3997674;26.97132;
0.4197674;6.620345;
0.4397674;4.099777;
0.4597674;-0.0701024;
0.4797674;-2.190072;
0.4997674;-7.891164;
0.5197674;-9.545792;
0.5397674;-10.70335;
0.5597674;-11.00413;
0.5797674;-11.07741;
0.5997674;-11.44914;
0.6197674;-12.69081;
0.6397674;-15.53707;
0.6597674;-18.46848;
0.6797674;-20.09775;
0.6997674;-28.23274;
0.7197674;-30.43793;
0.7397674;-34.34885;
0.7597674;-39.37203;
0.7797674;-42.13529;
0.7997674;-52.28171;
0.8197674;-56.85085;
0.8397674;-59.39639;
0.8597674;-62.96839;
0.8797674;-66.06381;
0.8997674;-70.54717;
0.9197674;-73.14109;
0.9397674;-73.20538;
0.9597674;-73.90008;
0.9797674;-75.58003;
0.9997674;-76.53471;
1.019767;-76.44061;
1.039767;-76.46507;
1.059767;-76.35757;
1.079767;-72.74272;
1.099767;-71.38783;
1.119767;-70.72698;
1.139767;-69.59633;
1.159767;-68.02233;
1.179767;-64.77291;
1.199767;-61.60486;
1.219767;-59.67027;
1.239767;-58.25018;
1.259767;-55.15413;
1.279767;-50.75023;
1.299767;-50.08535;
1.319767;-48.64452;
1.339767;-47.81943;
1.359767;-46.91872;
1.379767;-42.09765;
1.399767;-41.2501;
1.419767;-40.43056;
1.439767;-39.65218;
1.459767;-39.54638;
1.479767;-36.99215;
1.499767;-35.59702;
1.519767;-35.05294;
1.539767;-34.17087;
1.559767;-33.11271;
1.579767;-30.66723;
1.599767;-29.00081;
1.619767;-28.50997;
1.639767;-28.34654;
1.659767;-26.75582;
1.679767;-26.38476;
1.699767;-25.78937;
1.719767;-25.45789;
1.739767;-24.92516;
1.759767;-23.70659;
1.779767;-23.13538;
1.799767;-22.20306;
1.819767;-21.33838;
1.839767;-21.10164;
1.859767;-18.93025;
1.879767;-17.79807;
1.899767;-17.10777;
